,region,sub-region,13/1/20,14/1/20,15/1/20,16/1/20,17/1/20,18/1/20,19/1/20,20/1/20,21/1/20,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20
83,Rochester,New York,100,103.7366667,103.34,96.31333333,106.5933333,94.40333333,71.98333333,91.51,97.82333333,99.96666667,101.1266667,122.8433333,109.21,72.94,92.29333333,89.1,93.74666667,94.83666667,116.5266667,106.2133333,71.73666667,90.45,95.08333333,95.11333333,93.68666667,86.78,99.70333333,72.98666667,93.63333333,98.44666667,100.6933333,99.39333333,120.0633333,109.1166667,78.97,93.81,102.25,100.2466667,101.96,121.8966667,111.28,80.01,97.87,96.67666667,101.69,100.3033333,115.9233333,115.58,83.4,100.0866667,103.53,108.2033333,116.2233333,122.27,125.25,85.12,104.42,96.74,97.78,97.66,99.19,97.97333333,65.86333333,75.80666667,66.53333333,67.33333333,62.93,66.55333333,54.12,44.78666667,43.51,49.65666667,50.63333333,56.48666667,61.95333333,47.18666667,48.30666667,50.05666667,54.63333333,54.85333333,54.27333333,58.21,53.03333333,46.34,58.64333333,59.78666667,58.12666667,54.5,53.48333333,56.16,41.44666667,47.49,55.87,57.31,55.52666667,62.81333333,58.49,46.91,64.33333333,55.21666667,56.81,57.11666667,65.39,71.54,45.75666667,60.88333333,64.07333333,63.12666667,66.53666667,74.25666667,75.36,72.68333333,65.99333333,72.67333333,73.70666667,67.89,74.91,68.19333333,54.68666667,67.72160202,67.50007087,83.91333333,77.12,92.06,90.55,69.89333333,78.81333333,89.05666667,97.60666667,100.89,108.3933333,93.08333333,82.78333333,75.64333333,97.15333333,100.3733333
84,Sacramento,California,100,100.9533333,105.5733333,96.33333333,120.2966667,116.6366667,84.29333333,100.0133333,117.3666667,119.8233333,116.3633333,126.58,117.3033333,87.40666667,108.43,108.56,112.1666667,113.9933333,126.49,126.9766667,78.13,104.3733333,109.47,112.8166667,114.2333333,131.5166667,122.6133333,95.17666667,111.5366667,113.5966667,110.8266667,125.6866667,140.28,125.4733333,102.46,106.0333333,112.27,114.4366667,120.8066667,133.4366667,136.2566667,101.61,112.36,115.4533333,116.1133333,119.0466667,132.6233333,130.8933333,95.8,107.98,119.3133333,114.44,117.9866667,126.9333333,114.6266667,90.74,104.2966667,108.2033333,111.63,105.5566667,108.7633333,80.83666667,59.57,70.52,69.73333333,60.29333333,63.52333333,53.90333333,49.35333333,41.38,50.86666667,46.11666667,48.86333333,49.43666667,52.41333333,41.32666667,40.07666667,50.04333333,51.61,52.16,52.24333333,55.66,39.16666667,30.98,44.83,51.38,49.35333333,49.57,55.49666667,50.80666667,36.98333333,51.10333333,53.90666667,54.25,55.42666667,57.50333333,54.75333333,46.66,55,56.41,57.08333333,59.03,62.70333333,59.64666667,49.98333333,59.74666667,60.76666667,59.81,62.99333333,71.43,64.50333333,54.70333333,64.18333333,66.31333333,66.50666667,67.01666667,73.64666667,71.47,55.04,65.43590237,65.00749412,70.82333333,72.83,85.80333333,80.77,59.81,73.76666667,79.36,83.81333333,85.82333333,96.12,91.70333333,75.52666667,77.46,86.29666667,87.29333333
85,Saint Petersburg - Clearwater (Florida),Florida,100,101.7,104.1233333,108.7266667,119.9333333,125.39,85.54666667,99.44666667,94.67333333,93.99333333,97.99666667,115.0566667,111.2466667,81.54666667,95.36333333,92.39333333,93.16333333,98.96333333,113.35,106.7533333,77.68,93.97666667,96.25,101.9966667,114.6833333,120.1266667,121.1433333,95.79,103.0933333,111.0266667,110.9333333,115.89,132.7033333,139.3633333,109.0233333,114.0066667,113.0066667,113.3966667,120.1933333,130.74,142.2466667,104.7233333,109.4333333,110.7333333,106.3933333,114.9733333,128.6066667,136.1,103.4366667,108.8666667,116.1566667,117.93,115.7833333,136.2166667,138.4566667,102.1633333,116.4266667,118.4366667,119.17,113.6433333,119.5766667,125.75,102.9766667,105.0966667,92.91333333,80.73,74.7,75.05666667,56.57666667,46.76,53.85,54.75333333,51.74666667,49.42,53.79333333,46.9,39.25,48.55,47.32666667,47.93,46.75333333,47.06,42.55,29.83333333,44.31,46.12666667,48.09,46.33,49.51,45.32666667,33.99,45.72,46.22666667,45.67333333,43.98,52.30666667,45.27,40.79,44.03666667,54.77666667,51.63666667,53.4,45.49666667,53.62666667,45.29,53.33666667,54.28,56.62666667,53.47666667,64.39333333,62.20333333,53.79333333,65.37,70.07333333,69.38333333,71.14,84.73666667,94.07,55.57,68.11880741,67.62051251,80.24,80.65666667,91.35666667,107.8933333,93.64666667,73.60333333,86.84333333,88.86333333,92.61666667,110.1533333,126.08,99.54666667,78.83,91.08333333,92.85
86,Salt Lake City,Utah,100,108.55,111.87,117.7266667,132.77,128.3233333,70.82,100.1366667,105.9733333,104.9566667,115.36,126.2833333,132.6866667,70.11333333,104.3466667,105.2,107.62,115.3133333,132.9033333,126.09,69.15,88.07333333,107.5233333,109.7666667,111.0966667,126.8033333,127.4866667,73.1,106.04,110.36,115.9466667,122.66,143.6766667,128.5866667,71.21333333,108.42,107.0233333,113.96,119.06,144.1733333,139.8266667,81.21666667,111.1633333,117.18,126.1533333,125.31,145.5233333,139.0966667,69.48666667,113.5266667,119.28,124.2466667,132.69,144.0633333,136.9166667,75.43,107.8966667,110.05,106.59,101.78,102.6,93.90333333,57.81,79.86,74.93666667,59.79,61.67333333,65.17666667,60.84333333,41.20666667,55.98666667,56.37333333,52.26666667,51.14666667,59.76666667,49.47,35.64,52.78333333,55.3,54.64333333,53.01,60.88333333,51.14,36.88666667,54.60666667,58.57,60.63,55.71333333,66.51333333,59.91666667,34.75,54.69333333,58.14,55.74,56.34,68.22,65.09333333,41.16,66.47,66.41333333,65.89666667,62.94333333,75.35,70.64333333,48.62,68.91,69.49,73.32333333,74.67,82.67666667,80.62,53.03,79.17666667,84.08333333,81.73,83.66,96.08333333,92.3,52.64666667,71.59905171,71.62804643,91.09666667,94.29666667,106.0666667,101.3833333,66.46,97.51666667,97.55333333,96.08,106.41,110.2166667,99.95333333,68.41333333,87.23333333,106.1633333,108.6133333
87,San Antonio,Texas,100,103.6466667,104.1433333,105.36,130.16,141.9266667,100.0166667,107.2833333,107.2,100.9,111.07,128.5366667,135.64,93.33333333,108.82,110.4966667,114.2633333,107.91,128.24,140.2133333,85.55333333,105.5633333,108.64,101.0133333,113.4,134.5166667,138.5466667,93.91333333,105.6133333,100.8633333,118.3833333,136.32,163.6666667,163.25,112.3033333,112.5333333,112.2866667,109.4066667,108.93,137.23,147.2833333,96.63666667,111.0533333,114.0966667,116.57,119.4933333,140.81,148.9966667,100.5866667,111.5,112.4866667,113.59,126.6866667,149.3033333,144.1866667,105.6,115.4733333,120.08,122.43,120.8566667,122.41,113.5466667,77.29,88.27,80.99,75.59,68.21333333,63.76333333,49.93666667,41.8,58.03333333,58.51333333,50.89333333,54.22333333,58.74666667,50.33666667,42.15333333,51.75333333,54.81,54.03666667,48.16666667,52.79333333,39.76,39.23,52.08,53.81666667,54.07,53.17,57.19666667,51.36666667,38.53,54.66,53.66333333,58.49333333,57.42666667,60.27,55.08333333,48.26,59.77,57.79333333,58.87,61.63666667,66.78333333,61.48333333,51.14666667,60.61333333,61.70666667,64.92333333,66.32666667,76.06666667,69.75333333,56.67666667,68.66333333,71.4,70.43333333,71.86,81.93333333,77.12666667,58.39666667,71.25548929,70.84159405,77.17666667,82.32333333,89.35666667,85.65,70.89666667,84.14666667,87.26333333,87.34333333,89.34666667,103.7766667,97.63,76.12666667,73.5,91.69,93.25
88,San Diego,California,100,104.8766667,107.2266667,107.9066667,124.2133333,131.8866667,102.7,102.88,106.29,109.4233333,114.52,132.3633333,130.4933333,94.72333333,105.9833333,109.86,108.7833333,112.98,136,135.0633333,89.07,105.5066667,111.1033333,110.1366667,115.1566667,130.0066667,140.88,91.69333333,102.8166667,112.3333333,113.7833333,124.5466667,151.5033333,149.33,120.9766667,114.9566667,114.8166667,113.8233333,118.8133333,136.89,130.11,107.2666667,111.29,114.68,114.2466667,117.8933333,137.7466667,141.7466667,98.41333333,109.07,118.6466667,110.3033333,116.0366667,135.4633333,138.2866667,105.7733333,106.45,99.92333333,103.9433333,91.96333333,97.86666667,93.14,70.48,72.49333333,65.09333333,50.89,52.15,48.33666667,44.17333333,35.42333333,40.21,41.04333333,38.74666667,38.58,43.06,39.63333333,33.93,41.34666667,39.49,40.15666667,40.09,43.88666667,37.81333333,30.57,33.29666667,32.86333333,35.66666667,34.14666667,35.86,41.05,27.26,37.11333333,41.03,42.95,42.4,46.27333333,42.38666667,34.84,43.04,43.14666667,44.59,45.58666667,50.15,48.80666667,39.72,47.23,48.05666667,48.48333333,50.92333333,58.3,57.35333333,46.89333333,52.78333333,54.49,53.96,54.25,62.39666667,61.70666667,46.81,57.72306386,57.14921489,58.47666667,60.38,70.18,70.95,57.38,61.87666667,64.04666667,65.94333333,68.99,79.49,80.46333333,70.85333333,66.08,70.65333333,71.86666667
89,San Francisco - Bay Area,California,100,104.0866667,103.02,92.86,112.53,113.7633333,90.76333333,90.92666667,98.23,104.0166667,103.3466667,115.2333333,113.01,83.22333333,93.40333333,94.94,97.85333333,101.1366667,113.8233333,109.6933333,78.62333333,90.68,95.62,98.24,102.9733333,116.3333333,119.8466667,86.59333333,96.74,101.2,103.4833333,109.24,127.5266667,121.0466667,98.73333333,92.50333333,99.82333333,101.2166667,105.9266667,121.13,119.01,94.02666667,100.4166667,104.5733333,107.58,107.9766667,118.09,111.4733333,84.60333333,91.77666667,99.14333333,97.86,98.18333333,108.4733333,96.41,75.15,84.41,85.78666667,84.13666667,77.72666667,78.98,55.65333333,43.00333333,50.94333333,32.87666667,31.75,32.90666667,33.69666667,27.69666667,24.73333333,28.27,26.99333333,28.56333333,29.12666667,30.15666667,24.08,22.56666667,28.22333333,29.24,29.21333333,28.40333333,31.60333333,23.52666667,20.19666667,24.31,28.53,27.85,28.47666667,31.23666667,27.44666667,22.28333333,28.06333333,29.19333333,31.14333333,29.39666667,33.19333333,29.86333333,26.61,29.09,29.60333333,30.97666667,31.66333333,35.58666667,32.46333333,28.00666667,30.50666667,32.69333333,32.22,33.35333333,37.84666667,34.5,32.12333333,34.28333333,36.17333333,36.40333333,37.48666667,41.80333333,40.44333333,32.57333333,42.01641517,41.41601464,38.82,39.95333333,47.27,44.55333333,35.80666667,40.54,41.73,44.33666667,44.77333333,52.22666667,48.87333333,44.09,44.06666667,48.03666667,48.88333333
90,San Juan,Puerto Rico,100,115.105,118.485,137.225,170.755,200.405,155.205,114.39,117.635,123.355,122.755,142.455,150.31,106.655,107.85,115.14,115.59,129.99,151.375,160.915,111.695,108.14,114.73,116.38,131.145,153.63,166.83,124.9,113.575,125.525,140.16,145.28,171.31,175.715,143.58,119.24,133.015,134.37,141.37,158.94,172.45,131.6,120.02,118.79,127.995,149.24,178.78,194.14,151.71,135.045,145.915,144.16,174.66,192.32,207.555,159.25,163.02,170.6,169.22,161.83,175.125,145.095,94.86,63.14,40.845,32.415,29.345,27.865,24.325,19.37,20.545,20.615,21.275,21.295,22.98,21.57,16.015,19.415,19.785,20.01,19.53,22.315,19.745,10.085,21.15,22.485,21.675,24.065,11.69,15.295,12.01,28.355,25.4,31.515,28.075,30.07,27.1,15.42,26.885,26.195,28.86,30.065,32.845,29.885,19.91,33.15,30.09,33.63,34.4,38.785,35.835,24.84,36.88,40.02,41.745,43.49,49.055,52.955,29.285,55.42654944,54.06909709,46.645,51.665,56.895,53.615,36.465,50.23,54.815,55.245,61.27,69.365,65.385,45.715,56.82,62.54,65.33
91,Santa Barbara,California,100,107.06,110.9133333,108.6866667,146.6066667,151.0833333,120.0733333,110.4066667,104.1033333,107.05,113.7666667,137.48,136.0433333,96.02333333,92.54,95.05666667,97.53,102.11,129.0633333,133.0566667,90.29333333,92.78333333,93.56333333,97.37333333,107.26,128.7633333,135.9166667,97.84,95.78666667,101.3066667,103.8966667,120.59,156.1966667,152.62,131.7833333,124.5033333,107.1566667,108.9333333,115.24,140.3033333,138.47,106.1533333,102.08,98.23333333,97.3,107.0433333,129.21,140.1,95.22666667,97.38333333,105.0733333,97.3,105.2333333,126.7233333,130.93,94.57,91.04333333,83.95666667,87.22,84.79333333,87.04,77.69666667,60.59333333,53.29,54.31333333,49.77,46.82666667,38.06333333,36.03666667,23.19333333,30.03,30.86666667,31.44,31.01666667,33.40666667,31.50333333,29.12,31.51666667,33.39333333,32.41,32.85333333,36.01666667,32.79333333,21.60333333,28.55,27.19,29.22333333,23.9,33.54,34.4,23.76,29.44333333,32.89,33.84666667,34.30333333,36.41333333,36.47666667,31.23,33.33333333,34.16666667,36.11,38.31666667,43.95,45.45666667,38.12666667,36.55,38.25,37.33333333,39.73,45.72333333,50.37,40.45,38.02,42.42666667,40.86333333,44.81333333,49.54666667,54.78666667,38.83666667,48.82068566,48.16648694,47.55,48.37333333,59.55333333,63.96,51.76666667,48.79666667,51.68333333,51.75666667,55.88,66.42333333,79.36333333,79.39666667,70.27666667,59.40333333,61.65333333
92,Santa Clarita,California,100,106.9533333,113.59,104.68,122.48,120.98,95.99,119.2366667,104.7433333,109.89,106.1566667,122.5066667,121.6866667,90.56333333,107.84,100.85,96.14,96.88,122.85,126.8233333,89.63333333,98.93666667,99.88333333,101.5433333,104.6966667,125.34,132.9966667,94.39,115.1733333,109.0233333,117.9633333,121.1,150.33,138.9433333,111.4,126.4166667,115.04,116.69,119.2666667,137.3466667,122.7633333,107.2766667,110.0166667,110.95,114.89,117.55,138.4566667,137.93,104.3533333,103.4833333,117.9333333,112.4033333,122.1166667,187.46,124.69,99.24333333,108.8966667,101.42,127.92,106.72,102.9766667,86.35666667,67.34666667,74.96333333,72.39333333,66.39,60.80666667,60.93333333,51.34666667,41.90666667,49.24333333,49.67,48.54666667,46.84666667,52.30333333,45.2,39.53333333,48.07333333,50.09,54.41333333,50.3,53.38333333,47.94333333,36.53666667,39.03333333,41.26333333,43.81666667,39.62333333,49.42,51.67,31.28,46.29,50.88,50.17,55.04333333,56.97333333,54.43666667,48.17666667,51.38666667,51.46,55.54666667,55.89333333,63.76,57.59,51.72,55.31,60.64333333,56.95333333,61,69.15666667,67.09666667,58.14,63.87666667,64.33666667,58.67666667,64.15666667,77.38666667,79.74333333,62.00333333,66.44716056,65.91262521,68.91666667,73.18,83.16666667,80.83666667,70.85666667,74.86333333,77.51333333,76.94666667,77.15333333,98.25333333,91.8,73.89,73.3,86.76666667,85.36666667
93,Santa Rosa,California,100,99.46,99.53666667,92.14333333,106.0733333,100.5666667,80.79666667,88.92333333,91.56666667,100.39,96.86333333,107.3233333,99.71333333,79.85666667,96.57333333,98.32333333,98.26333333,100.7533333,110.0266667,106.0933333,72.21666667,93.71333333,98.01,99.63666667,100.7866667,118.2533333,112.8133333,84.17666667,104.41,99.53,102.2966667,104.3966667,129.2166667,113.28,98.00333333,97.83666667,102.53,105.7933333,102.7,123.34,116.18,90.65,99.56666667,104.9966667,103.1,102.2533333,116.3733333,112.1866667,85.36,96.39,101.0066667,99.90333333,100.7466667,112.7366667,101.4233333,78.88333333,92.72,92.94333333,94.17,89.34333333,93.6,72.35666667,57.18666667,68.94666667,58.82333333,47.22333333,47.76666667,50.98333333,43.93666667,35.33,47.51,47.23,42.54666667,43.30333333,47.85333333,36.85333333,32.23666667,44.39333333,44.08666667,45.73666667,43.73333333,48.36666667,34.74,31.38666667,39.29333333,40.83666667,44.38333333,46.28,52.60333333,42.14333333,32.61333333,46.59666667,47.39,47.94,47.00666667,51.23666667,44.67666667,38.06,47.97,48.35333333,52.07,51.24,58.70666667,51.43333333,44.61333333,52.79666667,52.62,54.76333333,55.88,63.31666667,53.14,45.04333333,57.72333333,57.59333333,60.74,59.73,68.32333333,63.60666667,48.19333333,57.47126828,57.07802866,60.69333333,66.54333333,78.34333333,67.92666667,54.75333333,64.09,68.5,72.08,77.50666667,84.09,73.56666667,63.41333333,62.14,77.06666667,79.79333333
94,Seattle,Washington,100,96.68,99.16,117.6466667,133.9833333,134.71,104.8733333,110.3633333,119.23,125.8333333,123.5466667,136.7133333,133.94,99.15666667,112.84,115.71,116.4233333,121.6233333,135.9433333,126.5266667,92.52,109.0766667,109.41,116.8666667,127.79,140.2133333,136.7066667,106.42,112.1266667,115.95,120.02,126.25,154.81,140.72,115.5766667,121.93,124.06,125.51,130.0133333,145.07,137.6,98.29333333,109.5866667,118.0133333,122.4966667,133.3666667,145.1566667,146.2266667,104.6433333,102.0366667,103.7066667,106.8666667,103.3666667,111.1233333,109.73,82.32666667,91.42333333,87.82333333,84.19666667,80.04,78.49666667,71.1,57.54666667,61.19666667,55.52,55.89333333,54.95333333,58.08333333,49.84333333,38.46,43.39,40.78,39.21333333,35.17,37.55333333,34.32666667,33.75666667,34.08333333,36.32,38.46333333,36.86666667,39.57666667,39.05,33.19666667,40.30666667,40.07333333,41.99666667,43.50666667,46.97666667,42.11,34.12333333,41.13,42.13333333,43.78666667,45.98666667,48.22,43.02666667,40.90666667,46.57333333,41.23333333,39.07666667,43.36333333,49.00666667,47.23333333,41.08,44.98,45.08,46.60666667,48.33666667,56.14333333,45.75333333,43.71333333,49.14333333,53.97666667,50.66666667,57.79,66.08666667,65.69666667,51.52666667,54.89088519,54.18976531,58.59333333,60.21,72.44,58.93666667,56.42333333,62.60333333,64.07,61.90666667,63.06333333,73.89333333,69.41333333,62.02,52.28666667,67.30333333,73.17
95,Spokane,Washington,100,105.33,109.7333333,102.4466667,118.2,104.61,78.07,95.93,102.4366667,99.05333333,100.8533333,122.1733333,128.4166667,80.98,94.00666667,100.1233333,96.99333333,106.6533333,122.8366667,121.0233333,80.21333333,96.31333333,106.6133333,109.93,104.1,125.4766667,124.9133333,83.54333333,101.9733333,106.3966667,109.53,115.0966667,138.4133333,145.8666667,104.0333333,114.3233333,111.5333333,111.59,122.5366667,140.66,136.7066667,81.94666667,100.5733333,104.7433333,112.66,117.44,151.32,148.9733333,89.88666667,102.6366667,110.3866667,119.07,121.3966667,149.59,126.6066667,87.77333333,109.49,108.0233333,106.7733333,103.75,102.9933333,78.83333333,57.2,76.3,69.04333333,71.34666667,70.61,73.58,60.45,48.01666667,55.86333333,53.65333333,47.27,46.68,48.92,42.13,37.56333333,44.61666667,44.22666667,49.91666667,51.3,53.68333333,47.56666667,36.88333333,53.04,53.92,58.15333333,59.73,63.81666667,55.20333333,35.11666667,54.22333333,54.32666667,59.97666667,61.56666667,71.13666667,57.89,48.52666667,66.58333333,65.5,57.25333333,62.19666667,69.23333333,57.13666667,51.67,63.96666667,67.43333333,67.15666667,71.50666667,78.60333333,67.66,52.79333333,76.33666667,77.78666667,64.23666667,77.27666667,88.58333333,77.80666667,59.12333333,69.15878247,68.86627189,79.19666667,79.57666667,96.46333333,83.86333333,62.44666667,90.48333333,93.51333333,83.93333333,96.49,99.59333333,88.61,73.94666667,72.01333333,102.6466667,105.57
96,Springfield,Massachusetts,100,100.5966667,108.14,108.6733333,131.0166667,105.2466667,87.79333333,102.1666667,105.4,110.8733333,109.56,133.1833333,116.66,85.44,102.5466667,107.6133333,104.8066667,108.0866667,124.0133333,120.3666667,82.24666667,101.84,106.9566667,107.67,100.2766667,119.23,111.6333333,87.37,104.3433333,101.9666667,109.1,108.9433333,134.8166667,120.5766667,99.38333333,112.0966667,113.05,113.4866667,112.6133333,132.8733333,123.72,94.27,113.7466667,107.8466667,107.17,109.3333333,150.1566667,129.63,93.07,112.4666667,118.6633333,109.1566667,115.1266667,127.88,130.1,94.56,120.7966667,113.5,110.47,105.1366667,112.1033333,93.21,75.02,80.40666667,66.99333333,78.68666667,65.97,73.2,69.44333333,52.84333333,52.51,57.22,55.33333333,62.24666667,69.37333333,54.40666667,41.25,50.39666667,56.51,59.4,57.84333333,58.33666667,52.7,45.57333333,62.06333333,62.77,57.39666667,53.46666667,62.82,58.89,43.68,48.91,63,65.27,60.73333333,69.32666667,52.87666667,61.26333333,62.15,55.25333333,63.69333333,68.55,64.31,73.91666667,51.84666667,61.35333333,70.58666667,74.44,63.24,76.72333333,80.00333333,77.02333333,77.05666667,79.47666667,74.84,80.19333333,81.68,79.09,66.80333333,73.18877057,72.90826167,91.25333333,89.10333333,96.58666667,101.06,84.81666667,93.29666667,99.64,109.6133333,107.41,120.1466667,100.6,89.26,86.49333333,111.6633333,113.0466667
97,St. Louis,Missouri,100,104.71,103.5966667,101.41,82.38333333,115.72,83.69333333,90.02333333,96.42666667,94.82666667,89.45666667,112.43,122.9,80.29,90.64666667,95.08,91.65333333,97.56666667,117.3566667,119.18,87.57333333,99.42666667,97.72333333,86.62,96.82,120.9533333,124.6666667,86.23,96.58666667,102.7733333,94.38666667,101.5333333,132.19,142.35,110.8,101.64,106.0133333,104.4466667,107.0633333,135.6466667,267.9533333,104.6333333,96.14333333,101.23,101.19,109.8733333,128.92,148.3,100.61,102.14,108.6966667,108.3766667,114.3033333,135.7566667,145.1166667,100.6233333,99.31666667,105.8833333,104.0066667,96.92666667,110.88,100.0966667,69.87333333,79.98333333,77.69,70.89666667,65.74,72.04666667,63.83666667,45.09333333,56.83333333,52.78,61.9,63.40333333,65.58666667,55.04,56.19333333,63.15,62.81333333,63.21333333,62.25333333,66.72666667,52.77,49.47333333,60.37666667,64.66666667,65.59,62.73333333,68.42,60.00333333,43.36,58.81333333,59.16666667,63.91,65.94,64.08666667,71.89666667,60.05,70.36666667,71.57,68.57,66.82,76.04,60.37666667,66.89666667,70.90666667,72.48666667,66.42,79.23333333,86.84,82.82333333,66.25333333,74.56333333,80.75666667,84.32,88.52333333,91.03333333,91.97333333,66.33,75.52077676,75.16699589,83.35,90.79666667,102.5966667,94.96666667,77.31666667,95.46333333,99.57333333,102.55,108.3333333,119.61,114.5433333,84.16666667,85.72333333,107.9366667,104.36
98,Stockton,California,100,98.4,98.87,92.02,125.84,109.72,79.695,90.62,98.655,101.655,101.71,123.73,111.315,79.485,94.285,103.46,103.24,103.365,118.77,115.875,79.185,97.185,98.375,102.96,112.06,129.27,119.785,90.1,104.8,105.725,104.87,115.745,137.72,120.605,96.48,104.605,106.16,107.625,109.995,132.935,131.055,96.475,109.755,111.96,112.04,117.185,128.57,129.01,89.795,108.46,120.53,112.02,111.95,124.86,114.355,83.615,103.36,106.935,104.63,102.215,112.89,92.995,68.145,86.14,83.77,78.755,79.81,79.365,64.46,52.44,69.105,66.19,65.025,64.24,71.69,58.96,49.99,68.955,67.255,69.78,68.27,78.43,61.345,46.395,63.71,67.96,67.49,67.655,79.05,72.855,51.06,72.11,72.41,75.89,76.27,83.12,77.82,63.675,81.575,81.2,79.765,82.965,90.505,84.12,67.215,83.13,86.3,83.765,89.935,103.585,94,78.3,92.525,94.88,97.11,96.755,108.765,106.445,88.38,82.38428846,82.27955539,105.025,107.945,122.355,112.215,91.215,112.155,118.775,118.905,120.845,135.545,128.03,115.675,114.635,119.8,119.81
99,Syracuse,New York,100,104.5833333,102.9433333,90.97666667,122.38,105.14,78.25666667,92.65666667,95.27666667,100.91,101.0866667,121.83,104.8066667,67.96333333,89.88666667,87.61666667,93.52,99.63,116.6533333,122.8266667,76.07,95.74333333,92.57333333,90.80333333,94.50666667,87.48666667,103.46,79.30333333,95.88333333,96.98333333,99.28333333,105.1533333,124.7533333,116.9333333,89.28,98.40333333,98.19,98.19666667,103.35,119.7966667,119.3933333,99.23333333,94.82,100.22,102.69,101.4833333,123.15,122.1466667,85.97,93.78666667,104.4166667,99.85666667,103.2766667,116.0333333,120.2833333,89.83666667,101.4366667,98.82666667,101.18,97.52333333,98.24666667,79.65,58.25666667,68.88666667,56.16666667,57.26666667,52.19,56.34333333,45.17333333,37.14,39.05666667,42.90666667,44.90666667,47.69333333,53.04333333,39.8,37.4,43.54333333,45.35666667,50.33333333,47.90666667,49.23333333,47.46,38.05666667,52.62,46.92666667,48.55666667,45.59333333,47.3,44.80666667,33.54666667,44.43,50.99,49.75666667,46.88,55.18333333,46.85333333,40.03666667,54.06666667,48.00333333,46.64666667,53.15666667,56.19,60.32333333,36.26,50.47333333,56.59,56.75666667,58.13,66.31,60.99333333,58.49333333,59.54666667,59.37,61,63.85333333,69.24666667,56.61,47.2,60.2958342,59.93387382,70.43666667,72.71666667,75.69666667,72.25,66.79333333,71.78666667,77.58333333,86.23,85.80333333,94.05333333,80.46666667,64.73666667,66.61666667,83.04666667,87.80666667
100,Tacoma,Washington,100,103.48,109.2933333,116.3633333,128.75,127.82,95.61,110.1333333,121.8033333,116.3933333,116.6566667,137.2733333,136.5833333,94.63333333,114.1966667,116.49,111.7333333,124.5566667,152.6233333,154.8666667,102.4133333,110.83,116.4433333,117.79,119.11,141.58,148.16,107.5666667,113.91,116.4566667,120.1633333,132.25,175.4133333,142.1733333,109.2533333,144.0566667,130.9066667,126.8533333,137.57,153.78,159.5533333,99.71333333,116.85,122.8233333,124.92,135.8566667,151.9166667,151.7966667,105.5433333,108.9966667,120.2533333,120.65,125.2,132.23,132.8133333,100.09,113.5066667,110.3066667,105.6266667,112.1133333,106.3666667,93.9,76.74333333,87.2,77.88,76.46666667,78.55666667,82.58,70.30666667,54.36,59.53666667,58.52333333,55.42666667,51.14333333,56.89666667,50.47666667,44.81,53.08666667,56.19666667,57.69666667,55.23333333,59.93,57.32333333,47.20333333,61.78,59.67333333,61.72,64.34666667,70.65333333,58.31666667,44.55666667,59.92333333,63.85666667,69.78666667,68.09666667,72.07666667,59.85333333,54.57333333,66.25,59.64,58.15,63.95,72.95333333,63.18333333,54.15333333,65.32,65.42,68.78333333,69.61666667,81.79666667,64.43,61.44666667,71.13,79.66333333,77.40333333,80.71,93.83666667,88.06666667,72.87666667,74.69052283,74.25563252,82.15666667,89.71333333,101.0433333,87.88,79.76333333,92.66666667,92.63,95.51333333,97.43666667,110.91,98.46666667,85.00666667,78.78,95.06666667,106.3166667
