,region,sub-region,13/1/20,14/1/20,15/1/20,16/1/20,17/1/20,18/1/20,19/1/20,20/1/20,21/1/20,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20
28,Dayton,Ohio,100,99.96666667,103.9066667,97.96,118.3433333,111.1866667,79.72,97.83333333,94.63333333,96.84666667,100.9333333,112.63,109.4033333,75.68333333,93.83333333,97.7,94.6,98.91666667,107.3133333,116.3766667,82.12333333,98.32333333,95.11666667,97.63666667,94.73666667,109.81,108.3966667,81.16,97.39,99.56333333,95.69,102.14,127.3833333,119.6466667,90.11,99.90666667,102.56,101.5366667,106.1733333,127.6933333,135.3466667,86.82,100.4433333,106.03,101.8266667,105.8933333,125.94,134.0166667,94.68333333,100.4866667,110.06,107.06,118.4466667,128.3166667,146.4866667,94.85666667,108.5866667,106.55,106.6833333,101.3566667,107.7066667,90.27333333,66.92333333,85.49,81.14666667,73.37333333,73.68666667,83.69666667,65.98,51.87666667,66.6,56.94333333,66.16,72.46666667,66.39,62.88,55.21666667,66.83,64.06333333,65.56,73.39666667,79.68333333,71.33333333,52.06,70.21,76.87333333,79.73,68.88333333,74.64666667,69.00333333,47.58333333,62.36666667,69.77,72.47333333,73.21,74.84333333,80.05333333,61.67333333,79.56,75.58,80.54666667,74.38333333,91.44333333,83.52,58.75333333,86.83333333,82.05666667,77.72333333,85.09333333,100.4166667,101.5,66.95666667,92.73333333,85.57333333,95.41666667,98.02666667,95.99666667,101.05,74.29333333,80.69026029,80.43445972,111.11,114.1933333,122.2833333,120.6033333,99.14666667,108.4266667,114.71,123.9866667,120.5366667,142.79,122.8033333,106.8833333,100.64,133.2666667,135.8566667
29,Denver,Colorado,100,107.3166667,108.3533333,109.41,127.5333333,121.1133333,88.13666667,101.0966667,103.5566667,105.7533333,108.25,124.9533333,118.4766667,84.29,96.65333333,105.23,106.44,111.14,123.3466667,118.8233333,85.22,83.32333333,85.02333333,99.9,108.69,98.78333333,116.9733333,74.48333333,104.8533333,115.9533333,121.9166667,134.6766667,149.43,129.6866667,96.23333333,101.9733333,105.1533333,104.5,113.6566667,133.9066667,133.2633333,85.70333333,102.0233333,97.45333333,107.8566667,113.76,133.9633333,127.3466667,89.81666667,102.7333333,114.5066667,115.72,118.1566667,143.3866667,142.9733333,99.79333333,112.4533333,107.8033333,110.6066667,100.06,95.64666667,93.16333333,67.44666667,72.56666667,60.81666667,60.35,40.11333333,45.98,46.96333333,40.46333333,49,48.59666667,46.47666667,39.95,38.56333333,37.51333333,33.32333333,39.97666667,44.33666667,43.75666667,34.35,40.70666667,42.66333333,38.73666667,45.01666667,45.29,45.31666667,44.32,49.79,47.62666667,23.58666667,32.9,40.33666667,43.96333333,33.99,47.85,44.46333333,42.37333333,51.56,49.13,49.73,49.82666667,53.55333333,53.09333333,45.35666667,54.73,53.91,56.35333333,56.75,66.00333333,54.88,52.95666667,57.78333333,60.96,60.28333333,61.49333333,69.56333333,66.97333333,51.54,59.74801591,59.25577057,70.99,71.54,79.48333333,78.90333333,70.21,77.69,79.72666667,81.4,82.64,94.69333333,82.26333333,60.27666667,70.00333333,84.07,85.19333333
30,Des Moines,Iowa,100,108.11,101.755,106.56,74.015,98.455,77.39,94.9,99.64,92.84,105.14,120.105,139.82,83.79,93.555,107.46,108.44,126.28,138.82,167.315,116.63,130.32,105.115,103.41,116.915,119.795,147.41,88.31,97.32,103.685,99.765,95.085,136.33,163.33,97.9,96.725,99.765,109.96,131.895,190.925,199.795,103.535,96.075,105.345,109.265,112.455,144.585,180.14,105.425,106.09,114.675,123.21,122.925,164.365,193.725,112.655,101.82,115.225,113.935,107.535,126.33,110.66,72.305,78.275,74.635,61.83,61.54,70.32,64.175,43.235,60.895,63.545,63.38,68.015,68.19,61.64,54.685,73.94,74.255,75.305,68.545,65.275,68.655,58.735,68.725,80.535,72.88,66.43,81.9,68.225,36,70.295,70.59,68.335,71.31,82.545,83.885,71.9,83.73,85.52,87.61,90.985,92,94.965,77.165,94.205,85.14,85.22,97.85,124.26,98.17,84.715,89.195,87.32,99.245,96.545,115.235,106.095,73.62,85.15756561,84.81270386,101.1,107.645,148.1,127.045,93.855,116.08,124.795,123.6,137.785,148.14,138.565,106.93,102.315,124.885,142.955
31,Detroit,Michigan,100,100.1633333,101.4033333,101.27,116.9666667,88.15666667,75.88333333,91.93,96.72666667,98.48,99.82333333,115.9266667,114.7366667,74.50666667,94.01666667,95.43,96.42,99.35,117.29,112.4766667,79.59666667,97.95666667,98.16,98.66,97.38333333,114.4166667,115.1233333,81.13666667,98.08666667,102.16,101.37,102.4566667,129.5666667,119.2233333,87.89666667,98.46666667,103.9466667,103.9933333,106.2533333,124.7133333,154.1533333,92.81333333,99.00666667,104.18,95.55333333,103.09,125.5533333,134.3966667,91.40333333,108.64,111.3866667,112.93,118.0266667,136.8133333,141.16,98.90666667,107.8166667,114.9866667,102.3533333,98.09666667,103.6233333,91.31666667,71.71666667,76.16666667,72.15666667,64.83333333,63.34,69.34333333,58.27666667,45.87,53.36666667,43.98666667,51.33666667,46.18666667,50.24333333,40.66,38.53,44.52333333,45,47.30333333,53.48333333,56.22,46.6,42.82333333,49.13,46.32333333,57.09333333,46.91666667,48.65666667,50.28,35.15333333,44.06,46.34666667,46.04666667,49.79666667,47.51,53.97,46.46333333,56.76666667,49.10333333,49.1,50.19333333,60.35666667,57.54666667,50.59,61.65,65.92666667,57.93666667,60.49666667,77.78333333,73.67,67.44333333,69.63,68.66666667,76.34666667,77.17,76.06666667,74.62333333,60.27666667,65.82225332,65.41608749,90.68333333,77.18333333,94.6,101.2,69.65,79.50666667,95.38,106.64,107.0633333,104.7266667,105.4,92.47666667,89.96333333,108.4166667,114.5766667
32,Dublin,California,100,104.87,103.29,99.81666667,122.7166667,125.9566667,89.46,102.99,99.82666667,102.8333333,101.5333333,123.6033333,119.7333333,86.95,95.36,101.1633333,105.08,107.8633333,115.57,121.5933333,78.22333333,93.15,100.2766667,102.47,112.53,118.39,136.82,96.76333333,106.3,104.5366667,104.9266667,111.2,130.9866667,127.56,101.74,110.1,109.0033333,108.7266667,110.1633333,128.5666667,133.56,106.3133333,104.7633333,107.37,111.5433333,111.5,128.6466667,124.2766667,93.66,99.04666667,106.4766667,103.8333333,104.33,112.63,119.4866667,84.92333333,88.43666667,97.59333333,93.89333333,91.95666667,94.04666667,70.86333333,56.42333333,67.58333333,47.2,47.20666667,47.14666667,47.80333333,42.86,33.89333333,43.03333333,36.71666667,39.53333333,42.06666667,45.01,36.67333333,32.23,41.21,46.45,43.02333333,44.21333333,46.80666667,38.74666667,26.38333333,36.33333333,45.12,43.92666667,41.44666667,49.96666667,47.89,31.42333333,45.00666667,45.03666667,46.30333333,44.98666667,46.60666667,49.43666667,39.63666667,40.93,45.35666667,50.77,50.50666667,55.33333333,56.09333333,40.87333333,50.11333333,50.81,49.3,50.02333333,61.05333333,58.40333333,47.27,51.82,58.16333333,57.89,58.15666667,68.22,70.49666667,50.68,56.35469367,55.7971624,71.87666667,67.62666667,82.07,76.63333333,57.49,66.66,71.5,74.59333333,77.99666667,91.97,83.38,69.54333333,70.12333333,79.24666667,81.81
33,El Paso,Texas,100,109.21,106.9866667,108.2133333,131.19,120.8433333,88.57333333,104.32,113.15,109.0866667,108,125.9966667,125.67,83.47333333,107.9666667,108.0066667,113.5266667,113.59,129.7333333,128.4266667,84.19666667,109.9833333,107.8266667,105.7366667,105.1066667,126.9366667,129.7133333,90.17,108.3033333,101.38,114,127.8266667,147.9533333,134.7966667,99.01,105.3166667,113.2666667,111.9766667,110.3066667,133.6066667,136.2766667,90.76,108.48,113.0233333,113.0433333,116.25,138.3933333,139.81,94.69,110.4533333,105.33,116.9133333,118.11,135.2,146.21,94.92666667,124.27,120.1366667,116.7866667,114.3766667,126.72,119.4866667,83.71666667,102.3966667,93.42333333,80.00666667,83.48,86.13666667,74.86333333,59.61666667,79.67666667,77.79333333,58.78666667,60.93333333,60.48,58.16333333,45.09333333,57.18333333,61.61,62.05333333,57,64.60333333,53.43666667,43.84666667,58.90666667,63.04333333,59.39,60.28666667,64.3,52.96333333,39.09666667,60.34,61.44333333,66.83333333,68.99666667,73.27666667,62.97666667,53.49,67.67,67.59666667,70.34666667,69.73,77.21,66.96,53.90333333,67.62333333,69.20666667,72.70333333,77.44,89.33333333,83.03666667,63.64,82.7,82.81333333,83.95,85.80333333,96.38333333,92.61,67.78666667,77.96210159,77.6796782,89.20666667,90.78333333,107.6133333,100.1266667,77.11,100.0433333,103.02,104.2333333,105.7533333,122.9366667,107.0466667,86.88666667,84.69666667,105.0266667,102.82
34,Eugene-Springfield,Oregon,100,103.6766667,103.36,114.2133333,138.64,141.9,115.9466667,111.54,104.8466667,101.9966667,111.0433333,144.7566667,136.72,93.68,95.72666667,98.68666667,97.89333333,109.3466667,137.65,126.64,84.25333333,93.93333333,96.71333333,101.24,110.6833333,143.1966667,137.1566667,94.26333333,101.3166667,104.83,104.4233333,118.1733333,148.8333333,135.1133333,113.66,106.02,107.83,113.7966667,125.88,154.2566667,142.53,91.64,100.7933333,105.1066667,104.3333333,125.2933333,145.5666667,136.8933333,96.96666667,97.22333333,105.8066667,112.7366667,120.5233333,139.3366667,137.5766667,93.47,98.04666667,105.7433333,104.53,107.6666667,102.64,80.36333333,66.19333333,75.62666667,66.5,61.99,57.27,61.59333333,49.87666667,41.94666667,40.53666667,35.9,39.34666667,44.59666667,45.78,34.52666667,32.41,35.24,38.42666667,39.05666667,39.18,45.02666667,36.01333333,30.73666667,41.80333333,43.5,42.81333333,44.2,52.85,42.19333333,31.2,41.55333333,45.39666667,45.56666667,52.07666667,55.44,44.31,40.79666667,51.97,47.77333333,43.98333333,50.81333333,53.34333333,47.02,43.13,48.06,52.45,51.99,53.35666667,62.4,45.92,44.09333333,55.29,56.61333333,57.06333333,58.74666667,68.87333333,60.64,44.92333333,59.07227488,58.4957082,56.93,61.28666667,80.74333333,65.99333333,55.90666667,66.29333333,66.76666667,66.82,69.2,88.15,75.3,62.75666667,62.21666667,74.83,83.22
35,Fairfield,California,100,98.08,103.47,98.78,126.66,135.115,95.8,108.51,93.91,98.425,97.73,125.53,125.44,98.39,95.115,94.565,99.075,104.38,128.27,130.015,94.72,97.82,95.77,94.215,101.695,129.08,135.895,104.975,108.03,104.28,102.72,113.555,152.39,147.285,121.025,125.305,108.345,109.79,112.375,138.775,150.635,120.785,108.99,104.09,105.04,118.145,154.625,142.225,102.36,102.57,111.66,105.68,107.295,125.46,137.95,105.22,98.59,99.6,123.92,100.95,118.21,97.025,72.395,87.71,75.885,68.545,68.36,72.38,60.37,52.15,60.735,55.245,55.705,58.19,67.83,53.36,47.01,59.52,61.05,62.13,62.615,68.17,54.085,40.81,55.885,59.725,61.04,61.59,70.92,66.035,47.215,64.59,66.39,69.46,68.335,73.355,72.21,58.93,70.41,66.41,69.77,73.01,81.39,76.375,68.575,70.33,74.185,79.315,83.02,89.23,88.645,72.025,85.065,81.71,83.705,83.55,97.09,97.37,77.045,76.48094017,76.0852737,86.38,95.51,118.395,107.395,88.49,103.39,103.77,108.475,113.32,131.415,124.135,107.735,109.675,110.835,111.94
36,Fort Wayne,Indiana,100,113.315,108.155,114.12,139.105,137.12,87.08,97.505,100.61,101.34,104.76,133.33,127.38,82.38,98.78,102.285,99.53,102.425,130.495,129.97,88.22,101.415,105.835,106.015,98.485,123.595,137.38,80.42,103.675,106.92,109.18,110.475,145.68,156.93,106.36,101.39,105.21,113.84,115.205,136.31,149.9,95.445,104.115,111.43,102.99,111.09,145.905,164.12,105.685,107.82,116.9,115.445,129.625,140.035,171.975,104.665,109.315,112.59,108.085,106.635,125.325,116.315,80.77,91.21,94.355,82.67,82.29,93.135,77.295,56.995,75.475,75.91,68.29,73.195,78.595,62.34,52.215,68.28,70.305,73.85,85.67,96.06,76.01,64.185,87.74,85.31,98.875,79.21,89.35,84.005,55.71,72.28,84.91,81.725,94.765,84.845,94.475,73.655,106.54,95.895,93.705,97.11,125.675,100.44,85.645,105.775,108.84,102.025,97.025,133.8,127.12,96.29,117.04,112.92,131,133.55,138.675,132.795,85.305,95.92191458,95.74741043,142.705,137.41,166.265,170.115,103.005,131.5,146.05,154.43,167.255,191.845,172.775,143.895,132.605,181.205,174.765
37,Fresno,California,100,96.98666667,101.3533333,98.56333333,111.47,90.89,71.19666667,84.84333333,109.4233333,100.77,103.0433333,110.4266667,100.9666667,71.13333333,99.15666667,96.74666667,97.36666667,99.96333333,113.0966667,105.78,70.31333333,102.8566667,101.6433333,101.61,108.3666667,115.4533333,105.2066667,81.48333333,104.09,108.16,105.64,111.63,128.01,99.88333333,78.5,89.65666667,102.8466667,109.3166667,114.3666667,126.2633333,114.5766667,84.81,107.51,103.8366667,111.1733333,109.6066667,127.06,114.28,86.71333333,106.79,109.1133333,109.6933333,113.74,120.07,111.5166667,80.08,99.98333333,102.8133333,105.27,105.4366667,108.5266667,86.18666667,62.03333333,69.39666667,73.84666667,69.54666667,57.35,61.90666667,46.55,43.63,53.61,52.15666667,51.7,54.80333333,59.27333333,46.72333333,42.99333333,54.01,55.36666667,58.53666667,59.17,62.82666667,52.11,35.8,54.13333333,53.07333333,52.89333333,53.51666667,61.69333333,52.97333333,37.83333333,55.87,59.89,61.57333333,62.02666667,66.06,56.93,50.94333333,60.69,62.46333333,63.30333333,64.72333333,71.80666667,61.77666667,52.42,64.73333333,67.89666667,69.69666667,69.16333333,77.29333333,70.91666667,58.84,72.45333333,72.27,73.50333333,74.07,84.24,76.29,60.63,68.38940336,68.10796524,80.51666667,86.75,97.42333333,82.39333333,73.33,83.63,89.55,92.77333333,94.76333333,102.6266667,87.34,72.78666667,74.63333333,96.64333333,98.74
38,Grand Rapids,Michigan,100,99.22666667,98.4,104.8566667,129.96,111.43,73.65,94.00666667,101.78,96.89,98.51666667,117.34,130.1433333,74.32,91.22333333,92.09666667,96.77,101.6666667,124.6166667,142.0833333,83.95333333,92.76333333,96.54,94.82,95.84666667,113.6233333,131.9966667,79.99,98.01333333,104.62,118.47,103.21,133.7533333,152.32,84.30666667,96.48333333,100.0866667,100.15,104.4333333,134.0033333,147.2566667,84.06333333,97.70333333,97.84666667,100.5766667,102.8066667,127.5666667,133.82,83.54333333,92.76,94.65666667,104.99,111.6566667,123.5333333,143.3233333,99.75666667,96.19666667,113.59,105,105.7366667,98.61666667,96.26333333,58.82,66.18333333,64.78333333,57.71333333,56.84333333,59.79333333,52.69666667,40.50666667,50.63666667,42.15,44.78666667,42.19333333,45.64333333,34.34,28.54666667,38.83,38.78,42.12333333,50.49,52.55666667,36.95333333,42.90666667,45.27,44.23666667,45.42,40.92333333,45.17333333,45.96,31.18,38.46666667,39.89666667,40.35,43.67333333,45.82666667,51.78,45.41666667,51.02666667,44.2,44.97666667,48.9,53.52333333,50.23333333,50.48333333,52.97333333,61.88333333,50.67333333,53.70666667,70.20333333,64.34333333,55.04,67.78666667,63.29,69.48666667,72.98666667,75.76,69.07,44.68,60.71769139,60.36949192,81.69333333,75.20333333,92.03333333,82.79333333,54.55666667,78.75666667,87.84333333,93.91,97.53333333,97.42,78.46333333,67.54,68.75333333,90.07666667,89.77666667
39,Greensboro,North Carolina,100,98.75333333,98.18333333,98.67666667,124.1966667,106.34,79.88,90.97666667,92.93666667,92.86,91.00333333,107.54,121.5166667,75.81,83.21666667,91.13,86.97333333,92.56666667,106.1633333,111.3833333,77.67666667,89.41666667,92.02333333,93.19333333,82.55333333,110.9466667,114.19,82.88666667,92.06,92.02666667,98.69333333,102.8166667,132.75,121.7033333,84.56333333,94.98333333,95.61333333,94.35666667,81.97333333,114.58,132.6766667,86.56,90.81,96.98666667,97.92333333,108.7866667,128.2866667,136.35,100.24,95.47333333,92.51666667,91.11666667,98.00666667,112.64,112.9133333,90.93666667,96.81666667,101.26,109.5733333,99.38,108.3766667,103.6933333,64.73333333,77.65333333,73.66666667,70.22,71.41666667,79.32666667,63.08333333,45.54,55.86333333,54.89333333,59.06666667,53.36333333,59.63,50.91666667,42.04333333,52.68333333,49.10666667,51.09333333,53.1,61.88666667,49.79666667,42.2,55.33,53.48666667,55.68,55.65,58.36666667,54.60333333,33.68333333,54.72333333,58.76333333,60.31333333,61.43,70.09666667,63.29666667,47.69,60.51,63.98666667,67.39,57.17666667,72.00333333,61.08666667,48.77333333,63.84,67.61333333,67.13666667,68.23333333,75.32333333,71.04666667,55.62666667,70.53,68.91333333,71.76666667,74.22,80.11666667,81.30333333,63.35666667,68.57704594,68.11529323,79.14666667,85.65,93.49333333,93.37333333,70.80333333,80.33666667,79.02,78.63333333,81.44333333,103.05,97.11333333,71.57666667,76.15333333,94.39333333,88.10666667
40,Greenville,South Carolina,100,107.4,108.7,112.12,137.115,144.415,103.45,113.645,106.175,110.18,108.635,125.545,162.225,89.525,98.61,105.585,106.34,111.815,125.51,164.82,88.59,104.075,105.905,106.365,93.94,138.91,127.405,92.46,106.14,115.03,114.585,125.71,189.085,197.385,110.14,120.085,110.655,113.985,102.725,162.655,205.015,103.035,101.025,118.335,124.33,147.975,166.765,212.37,106.68,108.16,115.235,122.625,127.75,169.025,193.49,120.36,118.25,121.765,125.825,125.52,148.13,163.23,83.52,91.415,84.83,76.485,74.815,88.72,79.08,44.825,57.01,57.22,66.975,70.375,75.915,71.96,48.915,64.35,60.6,68.09,65.145,71.42,62.01,46.87,65.955,61.16,62.865,64.355,69.03,60.52,31.7,67.075,71.63,77.23,75.265,82.68,75.245,47.77,71.975,75.635,78.225,66.535,89.01,74.015,64.55,86.895,84.965,79.505,90.445,101.475,95.725,70.89,93.375,93.33,105.195,102.69,108.56,118.29,80.31,85.81870612,85.49129156,117.095,119.885,145.97,142.27,103.18,112.66,120.045,118.23,138.63,157.885,167.025,108.01,103.855,135.005,136.2
41,Harrisburg,Pennsylvania,100,100.625,108.42,108.065,128.105,67.94,81.305,97.55,106.75,104.535,103.12,127.095,120.29,80.685,95.085,102.625,101.355,103.81,126.8,129.495,85.38,105.92,103.845,105.11,109.58,123.5,133.02,93.015,100.76,110.33,107.405,112.375,140.69,136.305,97.37,111.65,107.48,105.64,108.15,139.065,139.04,94.3,105.96,102.865,112.345,112.11,135.945,138.32,93.79,112.41,108.38,125.07,119.835,138.005,145.88,96.6,116.52,112.48,112.58,110.73,121.825,104.99,76.59,90.39,75.19,71.105,68.62,73.725,61.655,51.205,51.175,62.275,50.315,58.925,65.87,48.845,44.02,55.8,50.265,53.975,57.265,61.595,54.22,50.155,63.475,58.43,66.38,57.475,63.94,61.19,43.88,53.455,57.405,64.395,62.785,69.16,64.86,57.31,73.97,60.16,70.18,66.595,71.725,70.04,50.77,66.545,72.415,79.07,67.585,87.905,87.39,68.705,81.54,79.88,72.75,93.005,88.485,92.49,74.935,75.38407947,75.10052252,100.145,102.35,121.635,109.51,88.495,105.395,109.085,112.11,122.83,125.62,117.01,94.45,93.51,121.605,129.815
42,Hartford,Connecticut,100,107.5266667,111.3766667,111.62,125.91,95.90333333,86.14,106.43,111.3333333,115.6333333,114.4033333,129.4066667,111.2533333,86.52333333,110.6033333,105.22,109.6833333,110.89,126.63,113.04,82.29,107.7133333,110.0066667,111.5866667,103.0533333,120.5566667,116.3866667,82.11,104.6133333,109.7266667,110.01,118.61,145.9933333,117.3433333,93.75,111.4533333,116.18,121.95,120.2466667,137.77,128.74,95.15333333,116.9,113.4,112.9733333,115.8366667,132.9433333,124.65,92.78333333,111.5333333,113.25,115.4233333,121.6433333,134.6733333,127.1133333,92.57333333,113.84,111.22,110.51,102.51,102.97,96.24,70.13666667,80.03,67.46666667,70.37666667,61.24666667,71.06666667,57.61666667,48.25333333,46.23666667,50.10666667,45.83,53.07333333,59.99333333,45.29,33.71,45.35333333,45.52666667,47.71666667,45.35,49.33666667,48.95666667,40.77,53.32,52.32333333,51.26,46.54,56.95333333,51.46666667,38.42333333,41.01333333,55.46,55.7,53.96333333,60.64,49.61,50.71,55.83666667,49.29333333,54.43333333,56.3,57.45666667,67.19666667,41.76666667,55.42,67.41666667,64.18666667,57.41,68.24333333,74.75666667,67.28666667,65.74333333,69.67666667,65.61,71.32666667,70.48333333,67.28666667,58.92,66.66156032,66.27059635,76.99666667,79.56333333,88.83,88.75,68.47333333,76.67666667,85.01333333,89.45333333,96.23666667,103.4966667,83.84666667,81.14333333,76.06666667,94.11,95.36
43,Honolulu,Hawaii,100,98.49666667,100.5466667,101.0333333,112.9333333,108.1866667,91.73,91.73,96.15666667,97.41333333,97.40333333,106.07,102.1433333,83.79333333,92.93666667,91.01333333,90.73333333,95.46,102.4466667,98.21,80.61,91.98666667,91.44666667,94.57666667,92.81666667,103.68,104.7866667,87.83333333,98.47333333,92.48666667,95.89,99.82,117.36,110.68,99.16,98.25666667,97.01333333,96.31333333,97.36,110.11,106.6566667,90.29666667,96.29333333,96.09,97.35333333,97.89333333,106.79,102.8633333,87.09666667,90.23333333,90.12333333,91.32,95.21333333,104.4233333,104.2166667,86.32,90.60333333,89.37333333,87.46,85.80333333,92.37333333,89.85666667,74.61333333,73.00666667,61.30333333,55.82,50.59333333,48.15,37.59666667,29.44333333,31.42,24.79666667,23.49,22.25666667,24.38,21.24333333,17.93,21.98,22.62666667,23.11,21.02666667,24.17,21.46666667,16.98,21.35333333,21.52666667,21.63666667,22.15666667,23.39666667,20.75666667,14.48,21.08333333,21.07666667,22.83333333,22.9,25.11,23.06,18.76333333,23.14666667,22.96666667,23.15333333,22.3,25.13333333,23.25333333,19.52333333,23.79333333,23.9,23.85,27.07,28.76333333,27.82333333,21.66666667,27.02666667,27.52,29.11666667,27.44666667,31.19333333,32.54333333,24.90333333,40.08881095,39.40567976,29.85,30.35333333,36.99333333,34.81,30.1,32.99666667,32.98,35.12333333,35.78,41.59666667,38.87666667,33.39,32.43666667,35.43,36.57
44,Houston,Texas,100,101.93,105.9666667,105.98,118.5766667,116.6966667,92.99666667,98.01,103.1266667,93.88,103.4866667,118.2,117.3233333,82.61,96.05333333,92.79333333,95.89333333,98.45666667,115.54,121.3266667,80.3,95.99333333,101.47,95.93,101.0133333,116.38,124.82,81.34666667,96.79333333,99.35,100.8033333,111.2366667,136.2633333,124.3633333,90.33,102.0866667,101.9266667,101.72,100.8466667,124.6433333,131.4566667,83.57,98.12666667,106.8533333,105.3566667,119.7266667,130.94,140.8633333,86.45666667,104.6066667,112.3366667,105.0566667,115.7066667,133.0066667,130.6766667,93.78,108.6666667,113.9333333,106.0233333,101.09,102.53,95.61666667,70.66333333,79.45333333,72.10333333,68.18666667,68.30333333,62.56333333,53.46666667,44.25666667,58.66,58.83666667,48.76,50.51333333,54.16666667,46.6,41.61,49.51666667,51.87666667,51.53666667,50.37,53.72666667,42.39666667,41.27666667,49.13666667,51.99333333,51.83,51.64,56.18666667,50.85666667,38.14,52.09666667,53.44333333,56.5,56.65,61.13666667,56.67666667,43.15,59.43333333,58.37,56.78666667,62.15666667,67.36333333,61.75666667,52.62,61.31,57.70666667,61.92,67.97333333,76.89333333,74.32666667,58.69333333,70.66666667,71.74,73.5,74.18,82.72,83.89666667,61.46333333,68.13084945,67.85255598,80.72333333,82.31,85.47,85.85666667,70.67,86.58333333,89.34666667,91.22333333,93.02666667,106.5,100.82,72.32333333,75.58666667,91.22666667,89.34666667
45,Indian Wells,California,100,101.7133333,104.3833333,110.1433333,144.6333333,157.3966667,119.5966667,107.53,102.69,106.5966667,110.61,126.4666667,122.5966667,96.86666667,109.4466667,110.24,111.1133333,109.5366667,121.34,119.41,88.61,106.5266667,105.4133333,110.1533333,114.03,124.9,138.9366667,104.51,117.43,113.8766667,113.4766667,120.91,144,140.5666667,124.2566667,134.66,122.4833333,124.19,126.2,144.5266667,148.8066667,118.23,120.81,114.5066667,110.4366667,118.39,126.95,130.7066667,108.5933333,109.48,113.1966667,111.07,114.7866667,128.6633333,135.4533333,107.7533333,106.0166667,105.02,108.4733333,92.73666667,107.6733333,100.4666667,79.75,79.67,73.35333333,58.29333333,61.26666667,55.05666667,49.05333333,41.41,48.71,51.75,50.18,47.33333333,51.62,42.69333333,38.42333333,46.57666667,48.20666667,46.38,47.55333333,49.48666667,42.65,35.44333333,40.32333333,38.29333333,36.14333333,38.57333333,41.17333333,41.84,31.83666667,43.06,46.47666667,47.95333333,49.07,52.91666667,45.53666667,38.5,46.62333333,48.04666667,46.71666667,48.48666667,53.88,48.03666667,39.18,50.84,50.28666667,50.60666667,53.17,60.21,51.86,45.24333333,56.65666667,56.15666667,54.49333333,55.67333333,64.66,59.62,45.86333333,61.33122751,60.64653214,63.40333333,63.41666667,73.35,64.25666667,54.68,63.58666667,69.35,64.98,67.54,84.04666667,79.52666667,65.42333333,62.96666667,69.38,68.77
46,Indianapolis,Indiana,100,100.2466667,99.24,99.90333333,122.3433333,120.5233333,82.25,94.77,96.86,99.42666667,97.47333333,119.59,125.99,83.16666667,92.22666667,96.28666667,99.87333333,101.4833333,118.32,129.69,83.94333333,96.99333333,96.54666667,95.91666667,96.54333333,115.6733333,125.0333333,94.6,100.0433333,102.3166667,99.48,95.66666667,123.7533333,125.87,92.64666667,103.8266667,109.81,107.89,109.3966667,128.72,139.8,89.92666667,97.08333333,106.26,103.5333333,108.3866667,127.4466667,141.75,99.18333333,104.9633333,113.6633333,114.91,120.0133333,121.0466667,137.2033333,94.65333333,99.95,104.8166667,106.1533333,98.74333333,106.3066667,84.65,69.05666667,76.22,72.35333333,62.84666667,62.55666667,68.98,54.42,43.87333333,56.90666667,56.61666667,56.59,55.10333333,53.84,50.33333333,42.97666667,57.52333333,54.60666667,54.57666667,62.06333333,66.87666667,55.29333333,46.77666667,63.80333333,66.72333333,65.5,61.49666667,68.7,60.89666667,39.99,56.98666667,59.82,61.35,64.59666667,64.80666667,70.91333333,54.81333333,73.02666667,70.6,75.08333333,63.17,83.48666667,69.06333333,57.64,76.45,78.85333333,67.99333333,70.75,90.61333333,89.02333333,66.12,84.37,75.39,83.85333333,88.53666667,91.25333333,90.62333333,64.07666667,73.86791791,73.49592076,93.33666667,95.08,107.44,107.2833333,78.68666667,99.21333333,97.48333333,101.2366667,108.3,130.87,110.1033333,92.95,92.29333333,112.9466667,113.4933333
