,region,sub-region,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27
856,Natrona County,Wyoming,100.0,107.01,99.88,110.12,126.11,124.41,92.22,103.84,104.84,102.47,105.74,137.57,121.49,94.54,93.39,98.81,100.17,104.22,123.13,125.91,86.89,46.84,87.53,102.96,94.72,106.41,115.88,89.36,98.73,108.45,112.86,114.18,129.19,128.22,107.16,114.06,105.51,103.02,112.14,131.64,115.34,99.1,100.0,105.09,109.48,119.25,148.22,149.37,90.6,121.26,127.35,119.17,143.61,163.67,156.2,101.79,112.54,114.39,131.11,123.28,126.26,113.89,91.4,98.41,105.93,98.35,83.35,98.61,91.53,76.47,79.73,84.19,81.43,83.39,85.86,79.13,72.08,82.3,86.32,76.02,71.6,87.54,78.38,66.91,79.7,84.44,85.01,90.0,98.56,69.73,45.27,74.82,77.93,80.3,81.03,102.81,94.97,81.87,96.33,89.6,99.6,100.47,114.46,100.12,88.53,102.3,107.31,111.4,111.05,139.05,115.85,103.54,112.27,118.62,122.36,127.43,144.2,134.45,100.28,0.0,0.0,134.43,152.81,179.9,164.77,137.32,151.58,157.39,171.18,166.35,200.38,172.03,134.01,137.75,161.26,160.91
857,Navajo County,Arizona,100.0,106.22,107.94,111.34,170.85,179.3,151.88,141.27,95.23,98.09,111.05,140.53,142.3,124.76,99.86,98.56,104.04,116.14,145.6,151.63,110.14,107.06,105.14,103.41,120.26,138.28,148.57,124.24,109.48,88.56,109.4,129.61,185.7,190.54,178.05,162.51,123.27,125.98,131.6,164.42,154.17,151.72,124.08,114.47,115.67,135.85,170.09,167.25,151.11,124.86,127.41,128.09,145.12,173.11,187.14,192.48,173.82,159.1,153.0,164.63,234.9,227.5,206.24,169.77,164.73,159.81,149.37,164.22,147.03,122.38,105.88,100.24,98.55,94.02,105.92,115.48,94.98,81.11,87.14,86.97,82.49,95.22,100.32,77.1,77.81,84.33,79.06,83.88,97.92,92.85,67.3,74.07,81.98,92.09,100.32,119.4,124.84,116.6,98.21,93.58,95.52,111.53,146.05,156.03,134.8,118.34,109.36,124.66,134.98,175.65,194.64,164.8,134.14,122.75,136.93,154.23,194.88,205.81,151.06,0.0,0.0,149.23,160.54,205.66,232.28,219.54,170.53,165.25,173.09,195.94,300.76,328.68,302.13,301.91,207.62,205.37
858,Navarro County,Texas,100.0,102.91,94.51,107.28,149.92,139.48,123.87,116.82,104.89,93.25,105.68,145.86,132.1,111.82,101.96,93.76,93.94,103.75,141.57,142.07,107.99,98.47,90.74,84.83,107.22,149.81,137.08,120.32,91.56,93.82,98.46,117.19,161.93,155.88,135.37,131.13,101.29,97.24,115.17,173.45,153.66,141.14,107.14,111.77,102.57,128.95,190.63,156.89,140.47,114.74,109.26,104.65,134.03,199.34,181.85,158.8,130.02,134.39,134.59,144.64,171.23,147.57,137.98,108.07,98.82,94.24,89.56,101.59,90.11,76.21,77.65,77.12,73.13,64.84,78.0,69.4,62.54,59.14,67.93,71.33,68.6,74.9,66.76,54.27,66.47,72.92,71.74,74.55,88.41,68.86,64.37,74.55,73.47,78.96,87.24,94.24,93.14,75.13,82.52,84.03,84.32,95.42,119.59,111.51,99.3,95.46,83.19,92.29,99.75,127.62,125.84,104.19,106.62,102.84,103.79,128.06,136.53,144.63,116.51,0.0,0.0,114.55,123.1,149.38,120.13,127.78,123.95,118.68,122.81,137.05,196.78,193.67,127.7,150.82,134.8,127.19
859,Nelson County,Kentucky,100.0,100.81,101.5,117.72,163.13,185.04500000000002,169.37,149.165,109.985,109.685,120.16,156.37,202.35,143.22,111.745,111.65,114.39,109.675,160.865,187.805,137.445,116.255,107.455,105.725,115.07,154.56,183.815,147.22,109.615,104.07,101.325,119.42500000000001,194.12,250.43,191.32,154.735,114.36500000000001,114.095,130.235,192.675,242.15499999999997,180.03,110.755,113.55,111.695,121.03,179.985,211.48,170.865,117.715,123.845,113.23,127.80499999999999,169.70499999999998,208.915,164.925,123.805,128.685,131.0,123.86500000000001,166.035,166.015,108.025,96.06,100.245,85.795,89.685,102.08,98.035,79.545,74.495,69.12,72.82,81.41,89.61,86.025,78.54,73.68,66.23,66.81,72.45,81.07,84.18,68.575,74.21000000000001,75.71000000000001,78.65,91.03999999999999,92.00999999999999,104.095,60.290000000000006,75.065,79.235,83.68,84.16,102.405,96.83500000000001,88.5,85.93,85.74000000000001,95.095,88.465,102.055,94.995,75.37,94.58000000000001,100.55000000000001,96.25,94.9,112.78,139.89999999999998,100.62,105.91499999999999,98.36,101.865,112.77,118.405,126.155,115.29499999999999,0.0,0.0,125.07,131.18,145.625,159.81,130.54500000000002,113.795,113.395,127.13,124.565,182.315,212.45499999999998,175.245,158.18,144.78,146.99
860,Neshoba County,Mississippi,100.0,91.33,99.44,109.46,126.84,131.76,87.68,97.42,100.8,109.98,95.93,127.49,122.86,82.11,93.54,107.26,82.72,111.05,133.02,123.37,84.07,95.13,103.0,88.34,98.59,116.25,133.02,85.76,84.87,115.5,116.21,122.81,144.4,140.23,103.56,107.21,106.7,96.02,116.58,143.75,136.49,102.2,102.44,115.27,110.63,113.63,163.93,195.04,108.2,103.19,103.33,109.37,122.9,159.25,159.63,101.78,120.7,125.29,119.77,122.44,130.02,142.67,86.65,97.85,109.27,100.37,87.68,93.21,78.08,54.33,78.83,82.95,76.58,78.31,88.81,81.64,60.0,83.37,73.07,74.15,76.77,78.88,57.89,47.12,68.1,66.0,75.97,79.91,88.9,66.0,44.36,74.57,84.68,82.86,85.62,87.73,73.91,46.98,86.65,95.55,84.07,77.14,98.36,85.57,63.56,89.56,90.02,95.13,110.16,116.58,89.98,80.28,103.04,94.52,116.16,105.43,119.06,108.71,78.74,0.0,0.0,125.2,120.7,132.08,124.07,84.31,103.42,131.52,130.87,137.0,152.83,128.62,99.16,108.15,125.2,122.95
861,Nevada County,California,100.0,88.51,92.4,88.41,165.16,157.65,128.58,189.41,91.23,84.91,95.02,126.33,135.04,196.11,89.55,95.09,87.72,91.66,119.67,130.71,101.94,112.21,87.81,89.19,95.1,122.99,135.85,123.56,93.76,91.89,95.14,104.41,144.43,167.31,155.19,183.77,113.99,113.04,115.28,142.24,143.58,142.62,98.0,93.36,93.24,99.39,126.91,133.71,222.78,94.98,96.86,93.34,100.06,126.63,120.2,115.72,94.55,94.03,91.33,93.06,117.32,124.11,131.86,138.22,88.14,65.42,71.42,65.85,57.69,49.43,52.27,49.25,57.9,61.19,61.27,49.03,41.38,49.81,56.48,58.55,57.75,61.81,45.7,33.0,51.04,54.53,57.29,57.67,65.5,59.19,41.2,59.1,61.8,62.03,64.79,66.95,65.48,55.18,60.93,66.17,68.72,74.4,78.07,76.49,65.29,72.53,78.05,75.14,81.9,91.07,83.86,74.84,81.39,81.21,84.26,88.72,99.37,102.46,75.98,0.0,0.0,88.42,95.76,119.0,111.46,74.49,82.5,91.21,103.81,122.28,136.52,133.46,123.71,127.89,124.43,130.83
862,New Castle County,Delaware,100.0,101.9,103.78,105.61,122.54,98.65,87.71,98.47,99.19,101.4,102.18,122.46,107.9,83.01,94.61,94.69,100.56,102.31,122.33,113.18,81.93,102.87,97.63,100.19,104.52,116.99,115.04,94.51,104.3,107.01,106.12,115.87,143.44,127.36,96.82,114.62,107.58,106.97,110.45,134.77,125.74,95.14,102.29,104.57,108.96,114.19,136.2,130.53,96.99,106.24,109.69,112.4,117.4,137.87,132.99,100.23,110.68,107.33,108.28,104.57,117.95,98.47,74.7,82.53,77.41,73.67,69.98,90.91,65.96,48.2,56.23,54.08,51.39,60.55,67.79,51.3,45.02,56.79,54.39,59.2,59.84,65.28,54.28,45.61,56.86,55.94,59.61,58.47,67.3,60.92,40.0,52.34,63.62,67.19,67.39,73.39,65.25,56.87,65.35,63.27,69.82,70.3,73.98,77.23,52.88,68.84,75.33,76.62,73.79,91.35,88.04,67.9,78.92,82.75,78.55,88.41,99.39,91.78,74.75,0.0,0.0,97.37,98.77,117.26,106.12,85.65,97.03,102.98,102.82,112.48,116.92,106.82,92.91,87.59,109.15,112.37
863,New Hanover County,North Carolina,100.0,105.11,105.89,106.82,125.8,124.4,89.52,107.0,101.87,100.66,101.61,118.44,111.69,78.51,95.02,99.12,100.41,102.29,143.82,118.99,79.89,95.1,102.59,103.11,98.98,118.31,112.86,84.88,101.69,104.31,105.04,113.11,140.31,136.55,91.8,110.76,109.22,105.1,101.0,121.53,129.63,92.6,103.97,107.98,109.73,117.36,136.48,135.67,95.27,110.4,117.82,114.72,114.39,137.76,131.35,92.41,111.77,113.39,113.28,112.08,123.11,113.3,74.73,93.63,79.85,83.22,86.32,95.71,67.15,46.08,62.11,58.35,62.03,64.12,71.52,59.62,47.95,62.95,54.6,55.76,57.78,67.02,52.85,42.49,60.47,61.81,64.98,66.29,68.59,58.04,37.39,55.49,68.59,68.46,73.1,82.27,68.27,52.33,68.49,78.0,79.19,77.13,85.05,74.49,63.51,79.58,83.09,84.73,78.58,100.18,88.95,74.12,91.2,88.34,91.25,99.15,111.18,107.11,78.33,0.0,0.0,112.86,121.0,143.27,148.04,106.87,117.42,114.6,114.09,116.82,153.04,155.44,151.41,134.73,140.15,127.45
864,New Haven County,Connecticut,100.0,105.21,106.72,107.42,127.25,95.33,90.48,107.82,103.71,105.15,108.39,128.85,120.01,91.58,95.93,99.56,101.64,106.33,130.94,122.74,87.74,101.13,100.34,102.46,104.57,123.66,127.82,93.09,98.34,103.0,106.78,112.55,142.3,128.32,100.36,116.67,108.23,110.36,115.49,136.31,136.8,108.11,104.75,106.07,114.27,116.12,139.75,139.64,106.11,106.35,110.19,113.92,121.4,136.65,132.3,99.95,106.21,105.55,104.45,99.28,105.49,98.85,74.69,79.16,69.73,71.06,64.03,72.65,64.8,48.67,48.26,56.64,52.71,60.18,68.28,53.99,39.11,52.38,54.39,57.63,55.84,59.35,59.88,46.29,58.23,59.65,56.61,55.31,65.8,64.13,40.45,47.53,65.98,68.71,67.33,75.15,63.3,63.37,68.11,60.71,69.95,68.94,71.39,84.32,51.78,64.26,77.46,74.36,69.36,84.29,95.42,78.76,78.39,87.09,79.23,88.4,89.22,92.05,74.34,0.0,0.0,94.58,98.69,109.47,114.7,88.64,93.07,100.97,108.67,112.42,129.66,99.94,104.84,87.56,111.73,116.3
865,New Kent County,Virginia,100.0,107.16,105.87,110.87,160.07,151.98,126.07,142.4,96.84,93.63,106.28,146.73,154.39,126.92,102.63,99.37,104.67,100.91,145.69,144.29,113.47,102.74,109.3,101.59,115.01,162.46,159.82,128.84,112.76,98.55,104.2,131.12,181.86,173.9,145.01,138.97,107.85,108.37,113.53,147.72,163.06,148.74,101.23,110.15,111.2,129.97,175.41,193.63,148.35,108.73,116.79,115.83,128.79,180.38,175.77,177.72,125.66,125.6,117.1,115.23,158.04,136.88,117.65,100.58,90.18,82.11,87.57,112.57,87.24,76.45,68.99,79.42,65.09,78.05,87.68,76.78,70.91,71.79,64.08,62.02,64.49,76.89,68.33,62.84,69.32,73.9,72.2,71.54,86.8,78.65,62.35,63.67,77.39,76.26,80.35,100.33,86.17,77.5,75.11,85.29,89.87,86.39,93.47,95.91,85.07,80.87,88.53,93.17,78.68,111.25,120.91,111.91,97.64,98.33,95.31,109.3,125.19,128.16,109.47,0.0,0.0,115.64,126.04,148.41,162.27,140.29,110.98,110.87,119.13,124.51,171.41,205.52,153.46,170.17,134.17,130.46
866,New London County,Connecticut,100.0,106.8,107.29,108.65,140.86,115.03,112.46,110.86,99.53,99.57,103.13,126.68,136.56,106.53,94.44,97.44,98.46,102.94,129.87,137.17,97.44,101.8,99.02,98.25,98.76,125.97,141.68,106.54,96.28,99.36,102.01,110.72,150.48,161.91,135.54,131.86,111.75,112.89,117.78,153.66,165.9,125.65,103.47,105.6,107.27,112.29,140.24,165.72,121.8,106.06,114.81,108.19,119.15,141.12,152.98,122.25,113.06,109.82,108.46,105.57,112.19,108.46,85.95,83.57,69.41,72.69,65.51,72.91,67.97,52.91,52.59,58.88,54.75,63.44,71.58,57.77,38.84,53.19,56.91,56.91,55.51,55.41,59.39,49.88,62.02,62.99,54.6,53.55,66.03,67.59,41.28,49.23,71.34,69.46,71.14,74.74,61.33,73.86,67.82,61.5,70.02,71.56,72.27,95.02,54.51,67.18,80.13,78.12,69.49,84.46,101.06,92.71,80.7,89.83,81.0,88.13,91.46,92.76,82.19,0.0,0.0,97.73,105.44,111.31,129.94,96.94,99.92,108.32,112.67,124.46,151.42,114.02,131.67,110.04,126.23,131.06
867,New Madrid County,Missouri,100.0,102.81,106.14,112.95,124.92,102.92,101.69,113.2,106.09,100.31,93.96,110.7,101.69,85.77,92.63,102.51,102.2,107.47,124.62,116.22,88.49,99.69,110.44,101.89,114.28,117.09,127.33,101.07,106.5,105.12,108.9,136.75,154.55,134.85,119.65,129.89,111.31,118.22,132.34,144.47,127.18,116.43,104.35,107.42,119.14,126.0,148.11,153.22,129.99,100.2,122.06,125.69,121.49,172.47,156.6,146.78,115.81,122.88,127.38,137.82,183.52,171.14,135.57,118.58,130.25,110.29,108.96,132.34,123.03,83.37,89.1,88.18,91.04,81.63,83.32,75.13,61.72,71.08,76.87,77.69,78.61,78.71,67.14,57.68,68.27,74.36,84.03,84.39,82.24,80.96,57.06,72.88,82.04,89.51,88.54,92.84,80.55,66.53,84.7,98.41,90.94,96.11,104.09,90.43,77.74,93.91,93.04,106.29,112.54,111.21,105.53,91.2,117.55,141.56,136.08,127.94,134.19,143.09,103.38,0.0,0.0,131.73,136.8,143.96,148.57,114.69,133.37,139.92,150.26,162.18,192.27,228.81,139.97,136.64,141.56,147.03
868,New York County,New York,100.0,94.86,99.23,103.35,122.96,115.13,107.98,87.73,90.64,95.43,102.7,125.13,122.78,98.26,87.7,91.01,95.13,102.22,124.78,125.15,87.64,91.52,94.16,96.98,104.86,127.74,135.69,103.3,94.76,100.37,101.32,111.18,146.48,141.72,119.17,105.53,101.68,106.02,111.83,132.35,140.44,103.3,94.35,97.46,100.31,107.15,131.44,133.45,99.76,96.3,98.74,103.39,110.85,125.92,132.34,99.64,100.97,95.04,88.53,79.11,77.37,62.72,43.53,40.83,33.97,31.1,27.6,28.71,22.87,17.36,18.33,19.63,18.54,19.61,21.87,17.8,15.54,18.49,18.28,18.44,18.28,19.82,18.3,16.39,18.31,18.63,18.69,18.8,20.61,19.92,16.85,18.5,20.27,20.56,20.71,22.73,20.64,21.01,21.43,20.47,22.13,21.91,23.5,26.02,19.39,21.95,25.24,23.19,23.48,27.37,30.13,26.34,26.45,27.3,25.22,27.84,28.0,27.43,25.53,0.0,0.0,29.18,30.44,36.01,35.09,29.32,30.37,31.91,32.87,34.93,39.5,30.65,33.82,32.03,36.65,37.29
869,Newaygo County,Michigan,100.0,96.1,92.63,97.4,108.16,76.44,74.51,83.92,103.78,101.5,92.79,111.39,110.48,82.78,97.95,95.82,92.67,98.15,120.29,108.55,76.87,99.45,101.34,103.62,103.55,112.29,124.07,82.62,87.59,94.6,101.42,96.93,128.8,120.65,84.0,99.17,99.29,103.98,104.65,135.89,131.91,92.12,98.66,97.12,97.64,111.27,119.9,110.2,99.57,111.11,110.8,118.95,114.03,128.41,125.26,99.09,105.99,107.49,105.75,101.42,100.91,110.36,83.41,92.2,90.78,90.39,78.76,88.3,91.84,73.29,73.21,59.77,64.11,70.33,78.41,61.7,50.28,64.42,65.88,64.62,76.24,90.35,73.05,67.81,71.75,66.27,81.44,76.48,84.75,79.91,51.22,59.73,73.84,77.9,86.17,89.01,102.64,87.31,104.93,85.54,86.45,82.94,119.54,118.28,107.21,96.61,114.26,102.88,108.63,128.53,150.2,114.85,120.8,106.74,123.17,135.54,143.89,155.52,98.07,0.0,0.0,149.88,130.81,175.73,195.43,119.58,127.38,141.8,161.43,189.36,236.92,230.58,205.08,193.14,160.64,156.93
870,Newberry County,South Carolina,100.0,102.96,129.34,139.15,168.15,133.52,104.16,137.07,107.87,115.61,132.78,146.51,147.16,107.55,114.73,105.56,120.61,146.82,165.01,158.86,112.08,125.83,116.56,118.86,103.71,154.38,137.25,134.09,129.9,114.14,139.02,131.24,178.62,147.09,125.15,168.79,120.31,115.09,116.15,169.76,172.38,135.22,114.73,129.45,142.77,144.7,188.49,182.29,143.09,126.03,117.67,118.48,127.69,215.43,174.08,149.2,169.85,141.44,178.83,151.44,193.37,166.14,128.75,178.29,111.74,128.34,111.65,124.43,115.7,82.06,80.34,71.88,91.43,93.67,123.39,103.64,79.53,88.85,79.51,81.36,88.78,100.9,85.46,65.48,81.79,80.52,72.99,81.02,90.64,79.78,53.9,84.75,92.56,96.27,97.04,115.77,109.88,67.02,89.03,98.17,103.26,83.96,123.23,112.76,89.96,101.06,111.33,101.49,106.97,134.68,131.1,118.71,116.22,110.99,128.55,129.22,155.37,147.34,128.3,0.0,0.0,131.31,147.91,176.93,187.31,161.64,132.26,114.75,129.54,163.18,240.33,229.25,165.37,172.74,149.26,145.58
871,Newport County,Rhode Island,100.0,105.05,110.96,107.3,127.4,124.67,123.98,113.54,101.2,104.91,114.88,143.03,138.09,117.96,101.65,103.77,105.1,108.85,134.79,144.49,103.45,102.62,100.4,105.91,108.68,134.62,154.91,119.12,106.49,104.43,116.94,124.89,165.43,184.71,169.35,144.17,121.79,124.13,131.23,151.89,180.68,144.49,108.3,112.05,118.0,117.68,154.6,177.77,138.13,110.64,117.55,116.45,130.7,149.33,157.98,125.92,122.55,117.18,117.56,111.42,121.54,157.43,114.68,87.93,69.88,81.96,62.81,76.13,80.44,63.95,56.84,65.96,60.49,68.53,84.35,79.23,42.57,53.12,59.08,55.78,50.82,59.34,57.55,49.79,64.46,63.14,56.71,52.67,70.66,76.8,45.46,40.26,69.91,63.51,64.76,80.45,61.14,72.41,65.84,64.41,72.16,73.63,71.1,107.13,54.57,59.52,73.3,85.33,70.71,86.97,111.85,97.42,80.95,91.34,91.72,92.61,105.06,108.34,93.47,0.0,0.0,108.68,118.28,130.35,172.37,120.38,108.97,122.41,128.52,139.21,189.63,133.09,187.73,152.24,149.18,168.87
872,Newport News City,Virginia,100.0,104.26,106.71,108.31,126.48,114.03,85.88,94.13,98.99,105.5,104.45,127.05,122.43,81.96,97.86,99.71,99.02,107.85,131.47,123.22,86.37,102.89,118.57,108.06,103.81,134.02,123.77,89.71,103.04,104.23,107.57,124.93,151.9,129.45,99.02,107.7,104.41,116.31,110.92,120.66,131.93,91.35,106.25,109.05,114.61,123.29,149.8,141.91,104.47,110.01,114.91,115.19,119.12,134.99,131.44,98.48,115.91,115.07,115.79,119.19,135.17,113.95,80.33,90.22,86.25,81.47,85.04,97.09,75.22,58.33,65.62,72.5,66.98,76.07,82.5,75.6,59.43,69.89,67.54,68.97,71.46,80.36,66.7,54.0,68.48,71.07,73.2,76.72,85.73,79.22,54.76,72.22,80.16,83.82,90.1,100.14,89.17,72.54,83.87,87.46,92.57,91.8,100.84,92.68,76.83,90.31,96.35,101.05,98.53,113.99,107.68,88.61,99.84,99.16,104.46,105.95,119.29,115.71,92.84,0.0,0.0,113.47,120.96,137.17,132.41,107.77,114.41,122.34,121.9,129.69,150.74,141.44,111.82,109.84,127.51,130.01
873,Newton County,Georgia,100.0,100.83000000000001,98.6625,108.495,131.01500000000001,118.24000000000001,89.875,107.4975,102.81249999999999,99.63999999999999,105.75,124.09,116.1575,83.93249999999999,96.7325,104.1675,94.74000000000001,106.99499999999999,128.055,117.755,87.82,102.115,101.62,89.0125,97.8075,122.1725,117.99249999999999,93.705,104.12,110.04750000000001,104.13499999999999,114.35499999999999,147.0375,132.5275,103.61249999999998,117.37,110.035,107.85000000000001,114.16250000000001,142.58999999999997,130.035,108.66749999999999,104.875,111.5,106.22999999999999,122.95750000000001,142.0875,143.8625,118.59,108.61999999999999,111.7775,111.84,121.16,158.775,162.6575,129.57,119.7825,116.97,123.01,128.70749999999998,142.93,127.8325,98.155,103.05250000000001,99.69250000000001,99.3425,97.20000000000002,105.4775,88.89,63.792500000000004,76.375,79.31,78.995,79.5975,85.7025,78.07999999999998,62.435,76.69999999999999,74.345,86.91250000000001,79.7675,83.09,69.85499999999999,59.5175,71.1425,74.315,80.2975,79.16,88.8225,79.41,49.5525,77.9975,77.19,85.4375,91.92999999999999,90.115,90.73,67.025,89.94749999999999,92.26,89.02749999999999,90.2875,105.7825,98.3275,84.27000000000001,93.63,98.7425,96.715,103.915,125.1575,118.7225,95.3775,105.22,106.0,109.9875,119.3575,128.335,131.0375,94.54249999999999,0.0,0.0,122.14250000000001,127.11,138.675,147.34,109.125,123.39,128.595,135.8675,148.8575,175.54250000000002,159.14249999999998,137.16,136.085,137.0875,144.5775
874,Nez Perce County,Idaho,100.0,96.35,102.53,123.71,124.38,133.76,98.26,116.91,110.67,120.0,126.35,137.08,140.56,98.37,107.87,115.17,109.1,125.9,150.17,155.34,87.98,114.27,116.63,107.75,114.49,182.25,157.98,109.72,109.72,123.71,128.31,136.91,162.13,152.13,109.89,143.31,125.22,125.79,129.27,152.64,155.22,100.28,117.08,130.84,121.07,144.27,171.91,190.96,130.51,126.85,135.28,129.21,144.89,162.47,172.75,118.93,126.69,142.08,124.16,124.89,158.03,135.45,91.29,106.29,115.11,113.26,126.46,127.53,107.47,90.96,110.56,99.49,95.56,85.96,84.78,82.7,68.71,80.9,88.15,82.3,83.71,106.35,89.78,67.19,87.36,94.66,90.22,102.92,110.96,107.13,59.27,96.29,85.73,92.64,108.6,126.35,97.53,90.34,110.22,111.97,102.7,115.84,123.54,120.79,103.09,104.1,108.6,113.76,127.25,144.78,133.71,107.98,127.81,127.02,123.2,141.57,159.78,146.57,100.17,0.0,0.0,149.94,163.76,186.18,169.89,130.11,145.62,160.73,157.25,180.11,205.9,165.34,152.36,149.78,176.63,176.8
875,Niagara County,New York,100.0,103.78,99.23,99.06,118.79,110.73,92.36,104.84,101.38,101.94,103.9,129.74,133.96,95.05,93.72,96.38,96.21,99.52,121.15,125.09,84.73,95.83,96.63,98.79,97.28,104.69,117.54,97.26,96.96,100.69,103.48,104.86,132.46,154.9,125.11,118.13,105.02,107.19,114.3,139.76,146.33,107.46,99.0,102.5,100.96,86.98,117.67,135.66,107.05,107.34,112.02,107.39,115.41,129.28,144.36,115.77,109.68,108.35,104.5,101.67,112.6,109.99,74.85,79.66,69.66,66.82,67.69,67.17,56.02,48.69,48.09,52.45,57.15,60.69,68.57,53.55,47.29,49.88,54.38,62.29,61.68,66.7,63.51,56.04,64.18,66.25,62.86,60.09,65.71,67.69,42.72,54.37,66.06,67.89,67.89,76.03,77.89,55.62,72.28,67.19,69.07,70.66,84.29,99.16,60.58,79.58,83.2,81.51,78.96,96.0,110.81,102.81,83.94,88.62,91.17,90.12,102.33,95.02,74.88,0.0,0.0,104.75,96.18,110.91,131.16,93.78,102.04,115.87,127.18,133.84,136.96,136.21,122.3,107.25,128.95,132.11
876,Nicholas County,West Virginia,100.0,114.8,116.0,118.1,144.5,113.7,102.6,117.4,111.2,106.7,133.2,151.5,110.4,103.1,118.4,98.9,108.5,130.6,149.5,125.6,103.0,112.4,107.8,109.6,119.1,141.2,114.0,113.1,106.5,124.0,131.6,138.1,165.4,150.6,133.3,127.1,132.4,124.2,154.2,185.4,172.2,144.8,119.4,112.5,122.5,121.0,147.6,142.1,152.1,133.1,116.4,146.6,164.6,177.4,166.8,172.3,131.3,144.8,141.4,150.7,190.3,168.9,151.3,147.8,151.2,137.4,126.5,143.1,135.6,98.2,77.1,84.6,80.0,81.7,83.5,103.1,104.1,81.6,69.4,76.3,80.0,99.4,104.2,83.9,83.0,81.7,66.7,69.4,91.3,80.3,59.1,87.8,84.2,80.8,83.0,127.6,101.5,105.5,94.5,98.8,106.0,92.3,99.1,98.8,94.0,101.8,106.1,103.0,121.6,120.6,137.4,131.1,132.3,128.0,108.1,139.3,145.8,136.4,128.3,0.0,0.0,158.2,165.2,184.1,178.1,209.6,159.6,159.0,169.7,194.7,256.9,266.2,231.7,298.8,218.7,206.7
877,Nicollet County,Minnesota,100.0,103.17,100.69,119.12,72.89,61.95,97.26,108.97,115.54,103.1,112.08,153.19,151.48,102.52,100.84,102.41,103.58,108.61,143.01,141.88,99.53,93.62,107.7,101.02,104.49,134.08,158.01,87.45,103.03,104.34,96.86,116.89,150.86,172.6,130.86,115.36,111.97,109.08,125.21,168.59,182.05,120.03,109.6,107.84,127.76,124.37,187.3,165.74,119.15,125.06,109.56,115.76,135.86,164.72,154.21,118.93,128.16,108.72,103.32,116.96,123.97,113.13,85.04,87.63,80.41,74.24,73.4,83.4,71.07,52.39,67.24,72.46,62.71,71.43,74.94,39.62,38.78,59.18,61.36,66.69,58.81,62.06,57.21,53.52,68.08,68.77,62.68,63.92,78.29,69.35,27.58,61.62,65.78,68.7,70.41,88.25,83.25,67.38,77.64,85.59,86.1,85.59,92.38,90.15,74.53,91.06,83.66,85.26,104.34,119.23,94.42,90.08,105.51,101.17,104.6,115.36,136.67,115.51,88.76,0.0,0.0,112.44,129.66,143.74,124.22,89.71,136.74,131.92,131.96,149.73,162.82,132.91,103.61,113.79,128.2,148.16
