Date,Albany County,Allegany County,Bronx County,Broome County,Cattaraugus County,Cayuga County,Chautauqua County,Chemung County,Chenango County,Clinton County,Columbia County,Cortland County,Delaware County,Dutchess County,Erie County,Essex County,Franklin County,Fulton County,Genesee County,Greene County,Herkimer County,Jefferson County,Kings County,Lewis County,Livingston County,Madison County,Monroe County,Montgomery County,Nassau County,New York County,Niagara County,Oneida County,Onondaga County,Ontario County,Orange County,Orleans County,Oswego County,Otsego County,Putnam County,Queens County,Rensselaer County,Richmond County,Rockland County,Saratoga County,Schenectady County,Schoharie County,Schuyler County,Seneca County,St. Lawrence County,Steuben County,Suffolk County,Sullivan County,Tioga County,Tompkins County,Ulster County,Warren County,Washington County,Wayne County,Westchester County,Wyoming County,Yates County
23/04/2020,62.91,80.1,59.98,82.59,75.07,89.05,82.26,86.49,101.42,86.24,78.27,77.5,78.15,65.02,63.32,55.1,75.23,97.76,78.09,76.82,84.16,85.02,56.14,96.62,82.02,78.58,72.19,82.74,53.37,21.91,70.66,79.64,70.06,67.55,62.03,106.46,95.42,61.62,66.47,47.8,74.87,59.24,53.41,79.6,79.46,83.86,91.33,75.84,86.1,77.93,65.56,72.79,69.64,63.3,70.21,85.69,91.47,92.48,52.14,91.19,107.57
24/04/2020,68.71,82.92,64.64,89.31,85.46,95.43,98.55,91.99,104.3,95.67,84.01,92.87,78.56,69.94,74.76,66.13,98.3,97.73,86.14,82.92,91.33,97.92,59.83,105.28,94.39,91.9,83.92,92.28,57.28,23.5,84.29,87.38,79.29,80.3,66.49,139.56,105.58,67.65,69.6,49.89,81.19,64.51,55.01,85.26,84.85,93.81,102.49,80.05,91.55,82.35,67.26,77.14,88.01,68.12,72.25,83.84,95.3,105.78,56.06,105.48,107.57
25/04/2020,70.23,107.31,65.11,94.47,118.32,120.23,101.93,98.42,109.4,105.03,118.31,103.58,99.29,83.65,78.18,82.92,99.23,116.57,89.33,117.1,105.32,105.9,60.86,119.46,133.78,110.93,84.21,93.24,65.49,26.02,99.16,88,84.73,96.86,77.36,144.87,120.55,74.68,91.9,54.03,90.85,68.38,65.5,98.08,87.85,120.81,161.62,112.52,95.54,85.83,83.46,92.9,90.38,94.85,100.76,105.64,122.1,130.2,66.94,181.36,163.76
26/04/2020,45.56,72.19,47.86,67.99,65.25,67.27,67.15,68.06,77.95,73.75,64.02,62.46,69.22,52.57,50.35,48.46,56.4,75.93,58.1,65.24,63.5,64.87,45.18,77.49,61.69,60.33,54.44,66.59,40.33,19.39,60.58,57.83,51.49,57.08,48.46,89.1,76.03,52.3,48.87,37.77,57.55,48.23,44.28,60.88,60.03,76.83,76.27,60.3,66.88,64.9,48.7,65.3,68.66,48.88,56.82,64.91,71.72,69.67,40.87,72.82,82.46
27/04/2020,57.03,84.36,61.23,83.9,80.25,83.49,88.85,85.5,102.41,80.99,74.59,79.33,71.27,62.99,67.47,46.66,79.68,97.15,73.44,69.7,77.29,79.12,54.48,103.3,79.44,79.62,70.71,78.82,51.55,21.95,79.58,74.04,66.83,68.87,61.42,109.11,94.06,62.55,63.91,47.41,66.62,55.44,54.54,68.35,74.7,86.28,113.86,71.27,81.56,74.84,61.99,77.51,83.73,58.63,64.76,68.22,80.25,85.58,49.58,96.29,103.92
28/04/2020,65.84,80.93,66.97,90.52,90,99.67,95.48,86.49,103.36,93.54,89.67,90.59,80.83,77.62,71.18,63.58,90.66,100.55,80.19,88.24,85.9,93.8,61.5,112.37,96.64,98.29,77.8,85.44,61.83,25.24,83.2,86.48,78.08,79.19,72.3,110.78,101.83,66.11,74.82,54.2,80.03,67.37,64.38,83.98,82.19,99.21,139.68,83.23,91.51,86.34,76.06,89.91,88.31,74.09,83.95,85.14,93.28,96.41,60.21,101.77,121.99
29/04/2020,65.66,86.26,63.45,90.97,80.99,90.02,90.94,92.99,107.45,95.62,89.62,87.62,74.58,70.1,70.28,62.24,84.02,91.92,80.43,81.32,84.63,85.06,58.42,100.91,87.38,85.25,77.3,87.07,55.31,23.19,81.51,84.52,75.17,76.68,65.22,117.01,97.38,66.39,67.49,50.1,81.47,63.69,57.1,82.07,79.98,98.59,109.97,74.09,85.76,86.88,68.35,80.66,87.6,64.5,73.48,85.06,96.71,96.61,54.47,97.96,120.93
30/04/2020,65.29,82.23,64.34,88.33,82.81,91.83,94.19,91.02,108.08,93.3,79.21,86.49,84.41,70.33,69.22,53.04,96.76,89.96,78.26,76.86,88.92,84.5,58.47,103.3,88.77,80.97,76.32,86.04,56.22,23.48,78.96,79.85,75.05,77.6,63.37,113.67,94.89,70.8,65.08,50.8,76.84,61.05,53.55,78.4,79.4,93.42,97.91,71.34,93.58,79.94,67.31,73.92,81.77,67.42,69.39,81.26,92.4,93.04,52.47,97.74,118.34
01/05/2020,76.33,102.55,78.35,106.73,97.65,107.09,107.9,107.88,122.99,100.6,94.91,105.66,94.23,80.93,82.75,59.29,93.08,108.6,94.77,87.17,96.34,109.2,68.7,129.84,105.94,97.25,94.48,95.39,66.07,27.37,96,96.96,89.98,93.79,76.25,127.97,120.49,80.49,78.66,59.03,86.48,74.34,64.24,91.34,91.92,104.16,125.82,89.79,108.73,92.44,80.15,96.9,106.54,75.72,85.21,95.37,115.65,110.5,64.18,113.8,129.21
02/05/2020,77.79,120.36,79.1,103.97,124.08,119.27,110.27,101.46,128.24,113.65,116.54,111.1,110.27,91.96,81.96,89.79,94.84,116.16,98.68,118.52,109.08,113.35,71.18,138.83,133.62,117.58,89.27,101.58,72.79,30.13,110.81,97.47,89.42,102.88,87.42,153.92,123.42,85.04,98.86,63.17,94.21,75.37,76.79,105.32,92.4,125.42,201.89,115.14,106.99,96.93,91.97,113.24,106.31,100.44,113.02,116.94,118.84,132.45,75.57,155.64,178.9
03/05/2020,65.26,101.11,66.47,92.16,109.77,105.41,89.09,83.73,102.73,92.72,105.28,98.78,104.61,84.37,71.8,69.76,81.66,103.06,84.48,110.04,97.09,97.24,60.86,134.95,117.4,103.05,78.72,86.4,60.06,26.34,102.81,82.56,78.04,86.46,78.35,129.64,108.9,77.57,89,53.33,81.62,64.41,70.98,93.69,81.31,111.25,189.73,89.07,89.22,88.31,73.62,108.42,91.69,97.15,100.14,109.28,108.83,115.04,64.54,162.73,128.67
04/05/2020,67.19,86.63,80.01,92.17,80.76,88.46,93.86,92.87,113.86,89.1,90.3,82.38,91.59,73.64,71.86,57.04,87.42,102.34,79.07,82.67,91.75,92.7,63.61,100.25,87.08,85.51,77.56,88.48,61.39,26.45,83.94,85.56,75.28,74.45,72.01,112.28,97.35,67.56,74.9,56.69,79.41,69.1,64.8,85.12,84.19,85.15,116.95,74.42,88.03,86.92,75.78,86.91,94.78,62.71,78.6,87.11,96.86,91.3,61.7,103.06,122.53
05/05/2020,73.99,99.17,75.88,99.23,100.12,101.8,98.12,94.28,114.12,98.95,99.5,98.92,91.96,83.33,79.02,65.94,99.34,113.65,87.88,95.57,102.63,99.17,67.81,102.8,98.61,100.92,87.2,94,67.86,27.3,88.62,96.1,84.11,86.33,77.39,122.43,111.97,77.7,80.71,60.39,90.07,72.75,68.29,94.88,92.64,103.71,122.23,90.06,100.45,94.57,84.14,94.36,103.87,77.19,87.95,97.58,114.83,108.83,66.41,109.02,139.63
06/05/2020,72.53,102.92,71.58,97.27,94.24,100.96,98.21,91.99,120.52,107.17,97.44,96.95,90.99,77.03,79.07,70.39,89.18,111.59,84.96,86.9,100.69,99.15,63.83,110.22,94.55,95.76,87.43,95.91,62.49,25.22,91.17,90.26,82.59,88.68,75.43,125.61,113.7,70.95,74.26,55.46,83.41,67.25,63.32,92.11,87.58,101.41,106.18,94.07,106.32,90.69,75.88,87.84,96.28,74.69,79.73,95.08,103.23,109.08,61.07,113.69,139.89
07/05/2020,75.53,99.44,75.93,107,104.59,106.98,103.74,99.51,121.57,97.1,107.67,105.88,94.31,86.15,79.22,70.75,98.68,113.96,83.84,95.65,105.04,96.99,69.82,124.07,103.76,96.99,85.92,100.05,70.15,27.84,90.12,98.01,86.34,90.33,81.31,113.73,117.43,83.21,84.76,60.47,87.27,77.64,72.06,104.08,95.76,107.54,129.61,87.48,104.19,94.02,86.67,96.09,101.2,83.73,90.05,104.08,108.53,108.28,68.93,113.86,155.03
08/05/2020,83.01,111.2,77.24,106.68,98.09,113.31,118.45,110.13,134.38,113.36,104.19,118.42,96.76,88.29,86.25,73.27,101.87,113.82,95.84,101.56,112.46,115.07,69.48,138.99,110.72,111.94,99.02,109.01,71.77,28,102.33,107.78,95.44,98.51,81.64,141.23,126.02,82,85.48,60.37,98.51,76.04,67.66,106.8,99.53,114.57,124.43,98.51,109.89,100.76,86.23,96.43,112.06,78.53,92.84,113.81,124.36,116.01,68.66,113.64,140.52
09/05/2020,74.76,99.26,75.98,101,95.62,101.29,106.64,94.8,125.2,109.65,100.52,104.44,93.11,86.05,81.77,71.27,83.47,108.29,92.78,98.6,94.93,106.49,65.79,113.52,108.58,97.73,91.12,94.24,73.05,27.43,95.02,94.49,84.02,93.81,82.13,126.07,111.24,81.2,87.43,61.63,89.01,76.8,69.57,99.49,94.86,101.29,127.02,95.76,98.2,94.94,93.21,98.14,100.71,70.31,92.86,106.48,122.31,102.26,71.9,125.08,137.04
10/05/2020,60.65,74.5,68.27,83.48,80.25,84.08,79.19,80.71,106.93,77.44,88.9,79,84.44,73.98,64.78,59.46,72.16,93.95,76.01,93.8,87.7,80.63,62.95,82.28,89.54,82.78,69.2,82.65,61.74,25.53,74.88,73.33,68.54,76.27,71.46,115.57,89.47,67.99,79.24,57.11,72.04,70.74,68.31,82.6,77.83,92.01,113.66,72.83,78.83,76.25,75.71,87.28,93.12,66.02,82.89,86.78,91.02,89.2,63.33,99.25,99.64
11/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2020,83.08,126.33,80.51,114.85,108.41,122.13,122.58,107.12,139.06,121.6,114.23,107.85,107.15,97.13,89.5,87.34,105,123.38,106.81,104.43,112.05,108.89,72.38,120.45,114.64,113.75,100.12,108.17,74.48,29.18,104.75,109.45,96.96,100.82,88.51,135.41,125.93,89.73,96.18,64.11,96.15,81.85,79.83,105.93,103.45,125.93,150.25,113.82,113.39,109.19,93.53,112.07,111.2,93.89,107.27,109.69,128.07,125.34,74.16,132.92,167.32
14/05/2020,86.56,113.37,82.98,112.88,104.15,116.59,116.13,109.01,133.96,120.66,111.12,107.13,102.94,96.46,87.92,86.26,109.01,132.12,96.04,110.02,113.71,116.67,75.2,127.29,106.24,109.89,93.16,113.22,77.69,30.44,96.18,108.07,95.29,101.46,90.19,141.93,128.46,86.03,97.08,66.72,100.38,82.43,80.59,111.24,105.12,125.87,130.41,101.52,118.48,112.46,96.27,108.59,106.69,88.41,103.96,116.56,126.65,119.93,76.84,121.37,152.98
15/05/2020,93.25,137.58,97.62,132.35,121.82,130.58,129.56,122.13,147.98,135.83,125.18,130.16,128.1,109.07,99.79,86.42,112.14,129.64,113.22,121.08,124.92,131.65,89.27,132.89,132.2,118.89,109.59,124.67,91.34,36.01,110.91,114.96,105.75,111.52,105.2,166.84,149.09,98.1,106.89,79.42,106.01,100.21,91.19,119.01,109.95,127.9,156.83,111.99,122.77,123.25,109.21,131.67,144.38,94.82,114.4,122.8,133.86,130.79,89.04,121.97,167.5
16/05/2020,92,151.27,91.97,131.58,146.84,155.58,143.41,122.73,164.51,120.93,150.81,142.45,145.22,112.21,105.79,128.89,121.64,163.51,121.72,150.38,146.86,146.31,84.96,182.61,164.34,142.97,109.94,127.27,90.24,35.09,131.16,125.76,107.04,134.27,113.32,183.33,159.34,112.37,124.12,77.05,115.11,95.3,96.93,140.68,115.49,156.24,252.74,157.09,126.72,128.54,113.23,154.39,127.06,117.76,137.97,153.69,163.1,157.74,92.86,204.67,227.07
17/05/2020,72.7,113.33,73.78,108.33,96.22,116.15,104.07,94.94,133.39,106.21,117.57,114.12,125.68,94.94,76.68,95.71,104.89,123.04,92.66,124.92,117.5,116.14,67.69,132.98,107.63,110.93,80.99,101.34,71.81,29.32,93.78,97.38,85.38,92.53,90.87,143.77,123.02,89.77,100.83,62.09,91.5,76.39,84.62,106.39,91.98,130.03,156.23,102.15,100.32,103.63,90.35,131.89,101.92,91.96,107.41,122.4,130.09,112.52,75.14,130.34,157.08
18/05/2020,81.56,113.42,81.3,120.54,114.26,121.93,115.86,114.2,150.55,122.38,108.05,121.59,113.47,97.17,88.99,85.8,115.6,130.4,101.28,109.46,117.25,119.72,74.03,123.91,108.33,109.06,91.55,111.04,76.84,30.37,102.04,108.67,95.56,96.08,94.29,141.93,128.16,93.01,97.63,68.07,95.44,81.91,79.13,107.7,99.18,119.4,155.23,104.61,122.81,112.43,94.77,116.73,115.03,89.01,103.7,116.34,115.86,113.91,75.25,122.77,141.94
19/05/2020,90.25,132.95,86.3,124.05,122.12,132.23,130.68,117.63,140.73,127.34,120.75,129.66,105.84,109.35,101.99,93.06,124.16,148.97,109.28,122.87,124.54,129.44,76.89,130.92,128.12,124.84,105.53,126.82,81.36,31.91,115.87,121.36,106.71,110.46,99.22,149.42,140.33,96.01,103.47,70.3,105.04,87.09,84.13,119.49,110.24,127.11,167.2,108.61,131.77,128.09,98.91,117.54,125.14,108.49,111.61,130.72,121.56,138.36,82.05,137.33,189.85
20/05/2020,93.89,139.75,86.69,128.03,130.12,141.88,135.23,122.68,154.07,135.38,123.15,127.72,116.41,111.83,108.24,108.84,131.19,160.9,119.63,127.84,138.02,137.25,80.94,147.65,134.83,138.81,112.48,126.96,86.3,32.87,127.18,130.18,113.14,125.56,102.5,181.89,146.01,99.87,111.99,73.51,110.18,92.16,89.57,124.99,115.21,126.66,202.69,124.75,135.88,129.62,106.43,127.57,129.39,121.42,113.95,136.54,141.78,144.02,84.97,160.9,206.77
21/05/2020,99.05,150.16,91.39,136.71,146.01,150.11,144.85,130.13,159.69,139.8,132.05,140.68,126.94,112.34,113.06,119.5,139.65,165.75,129.46,136.69,147.69,152.57,84.94,168.67,143.23,143.09,116.89,133.96,91.23,34.93,133.84,130.69,122.21,131.11,109.02,158.94,152.69,105.81,111.79,76.13,116.69,95.11,94.7,131.81,119.26,157.26,238.68,127.27,142.71,142.88,112.07,134.75,138.03,129.98,122.9,152.18,146.61,150.9,89.86,177.28,218.7
22/05/2020,110.47,161.59,102.13,150.5,142.24,176.51,158.56,142.74,183.04,156.58,161.22,153.55,165.72,127.81,117.18,161.81,168.42,176.58,144.5,175.22,176.16,206.77,93.44,240.81,165.73,174.2,129.2,157.65,99.36,39.5,136.96,149.8,131.98,147.25,120.78,199.02,179.75,120.16,126.74,84.28,135.18,105.87,102.76,164.65,132.84,175.82,235.19,160.5,172.41,152.77,125.3,157,144.68,128.39,137.58,204.57,168.22,171.67,99.61,191.14,248.89
23/05/2020,91.82,196.53,84.7,128.21,171.68,166.22,156.94,120.56,165.09,144.2,144.98,128.44,159.25,102.41,106.9,199.84,161.56,190.96,130.83,165.98,162.34,199.92,75.82,222.18,168.03,155.89,112.06,138.98,76.56,30.65,136.21,128.73,110.13,136.62,101.04,186.39,169.51,119.32,100.31,69.25,115.7,88.2,78.29,136.15,115.8,171.88,331.01,165.9,140.78,157.44,101.09,145.1,131.45,138.9,121.22,221.21,168.83,167.75,80.14,202.36,334.55
24/05/2020,77.67,179.92,86.25,118.16,153.02,149.43,143.76,104.4,171.02,119.37,139.37,116.15,162.15,108.87,92.23,191.16,157.72,167.09,112.36,167.89,146.58,171.06,78.88,195.96,159.74,144.47,95.54,119.5,79.4,33.82,122.3,113.32,92.2,127.26,110.54,186.04,156.44,113.3,119.6,72.69,99.84,86.16,103.47,117.93,101.53,156.75,339.08,151.39,128.32,136.72,103.06,176.21,121.61,149.82,144.53,207.54,145.67,147.49,85.71,217.88,284.15
25/05/2020,77.66,150.39,82.31,111.44,135.44,144.39,134.43,101.16,135.64,116.66,134.8,110.32,152.44,96.24,86.73,149.48,147.12,152.27,110.24,162.78,141.29,141.92,77.09,172.46,138.4,126.89,87.96,126.36,71.62,32.03,107.25,109.6,87.87,113.92,99.81,166.26,139.96,102.29,107.73,69.98,97.75,78.75,93.81,114.24,95.4,156.02,263.01,139.79,122.43,126.96,89.47,154.99,119.84,119.79,125.48,183.95,127.04,136.87,76.6,180.77,274.53
26/05/2020,95.41,131.14,93.6,135.85,132.26,160.57,150.2,124.66,155.38,126.76,133.82,124.36,135.02,113.55,109.62,110.77,132.29,161.18,116.63,143.38,149.13,149.17,86.13,172.88,135.55,147.95,113.74,140.22,90.82,36.65,128.95,138.36,115.51,125.2,111.62,180.97,158.44,105.07,117.77,79.33,113.89,100.79,97.57,129.31,116.79,150.67,223.43,125.51,147.08,136.62,108.95,137.1,129.73,129.91,124.56,160.33,135.76,152.98,89.83,161.82,199.38
27/05/2020,100.13,131.51,98.41,136.33,126.66,161.41,153.17,132.21,155.01,138.62,143.65,127.28,130.63,118.18,114.95,111.49,150.47,161.9,125.92,132.64,142.37,145.87,89.04,164.3,146.94,147.45,120.81,139.41,96.39,37.29,132.11,134.56,119.11,129.41,114.53,172.9,153.97,105.4,124.82,82.63,118.09,102.35,101.23,133.11,124.34,143.53,206.68,130.28,146.72,137.04,114.96,136.77,129.39,133.1,124.26,166.49,144.02,156.72,92.95,158.06,208.28
